,rate
18039,3.5
18041,4.0
18042,5.0
18043,3.5
18044,5.0
18045,5.0
18047,3.5
18048,3.0
18049,4.0
18050,3.0
18051,4.0
18052,4.0
18053,3.0
18055,4.5
18056,3.0
18057,5.0
18058,4.5
18059,2.0
18060,4.5
18062,3.0
18063,2.0
18064,4.5
18065,3.0
18066,3.0
18069,2.0
18070,5.0
18071,4.0
18072,3.0
18073,4.0
18074,4.0
18075,5.0
18076,5.0
18077,5.0
18078,1.5
18079,2.5
18080,4.0
18081,3.5
18083,4.0
18085,4.0
18086,3.5
18087,3.0
18091,4.0
18092,4.5
18094,4.5
18095,4.5
18096,5.0
18097,3.0
18099,3.0
18100,5.0
18101,5.0
18105,4.0
18106,1.0
18107,2.0
18109,4.0
18110,2.5
18111,4.0
18112,2.0
18113,1.5
18115,4.0
18116,2.0
18117,3.5
18118,3.5
18120,3.5
18121,4.0
18122,5.0
18123,1.5
18124,4.0
18126,3.0
18127,3.0
18128,4.0
18129,3.0
18130,4.5
18131,2.0
18132,3.0
18133,3.0
18134,1.0
18135,5.0
18136,3.5
18138,3.0
18141,5.0
18142,4.0
18143,3.0
18145,5.0
18147,4.0
18148,1.0
18150,4.5
18151,0.5
18152,4.0
18153,3.5
18154,3.0
18157,3.0
18160,3.5
18161,4.0
18163,2.0
18164,3.0
18165,5.0
18166,4.0
18168,2.5
18169,4.5
18171,4.0
18173,5.0
18174,3.5
18175,2.0
18176,5.0
18177,5.0
18179,4.0
18180,3.0
18181,4.0
18182,4.0
18183,4.5
18184,3.5
18185,3.0
18186,4.0
18187,4.5
18188,5.0
18189,4.0
18190,4.0
18191,2.5
18192,3.0
18193,4.0
18195,5.0
18197,2.0
18198,4.0
18199,4.5
18200,3.0
18201,4.5
18202,5.0
18203,4.5
18204,5.0
18205,5.0
18206,4.5
18207,2.0
18210,5.0
18211,1.0
18212,2.0
18213,4.5
18214,3.0
18215,2.0
18217,1.0
18218,4.0
18219,4.5
18220,3.0
18221,4.5
18222,3.5
18223,3.5
18225,2.5
18226,4.5
18227,3.0
18228,2.0
18231,5.0
18232,3.5
18234,4.5
18235,3.0
18236,2.5
18239,2.5
18240,4.0
18242,4.0
18243,4.0
18244,5.0
18246,3.5
18247,4.0
18248,3.0
18249,3.0
18250,4.0
18251,3.0
18252,5.0
18253,5.0
18254,3.0
18255,3.0
18256,4.0
18257,4.0
18258,4.0
18259,4.0
18260,4.0
18261,4.0
18263,4.5
18264,1.5
18265,2.0
18266,4.0
18267,3.0
18268,1.0
18269,3.0
18270,4.0
18272,1.0
18273,3.5
18274,5.0
18275,5.0
18276,3.0
18277,3.0
18279,4.0
18280,3.5
18281,2.5
18283,4.5
18284,3.5
18285,4.5
18286,3.5
18287,4.0
18288,4.5
18290,3.0
18291,2.5
18292,3.5
18294,4.0
18295,2.5
18296,5.0
18297,5.0
18298,3.0
18299,3.0
18300,2.5
18301,3.0
18302,3.5
18303,4.0
18304,3.5
18306,3.0
18307,4.0
18308,3.0
18310,2.0
18311,4.0
18313,5.0
18314,4.0
18315,5.0
18316,5.0
18317,2.5
18318,4.0
18319,4.0
18320,3.0
18321,5.0
18322,3.0
18323,4.0
18324,3.5
18325,3.0
18326,4.0
18327,4.0
18328,3.0
18330,5.0
18331,3.0
18332,2.0
18334,5.0
18335,2.0
18336,2.5
18337,5.0
18338,2.0
18339,2.0
18340,4.0
18341,2.0
18342,1.5
18343,4.0
18344,3.0
18345,5.0
18346,1.5
18347,4.5
18348,4.0
18349,3.0
18350,4.0
18351,4.0
18352,5.0
18353,3.0
18354,3.5
18355,4.0
18356,4.5
18358,4.0
18359,3.5
18360,4.0
18361,4.0
18363,3.5
18364,5.0
18365,4.5
18366,2.5
18367,4.0
18368,4.0
18369,5.0
18370,4.5
18371,5.0
18372,3.5
18374,4.0
18375,4.0
18376,4.0
18377,5.0
18379,3.0
18380,3.5
18381,3.5
18382,2.0
18383,4.5
18385,3.5
18387,4.0
18388,4.5
18389,4.0
18390,3.0
18391,3.0
18394,4.0
18395,5.0
18396,4.0
18397,4.0
18398,2.0
18399,4.0
18400,2.5
18401,3.0
18402,3.0
18403,5.0
18404,4.0
18406,5.0
18407,3.5
18409,4.0
18411,4.0
18414,3.0
18415,3.0
18416,2.0
18417,4.5
18418,4.0
18419,4.0
18421,2.0
18423,1.5
18425,3.5
18426,4.0
18427,1.0
18428,3.0
18430,4.0
18431,5.0
18432,3.0
18433,1.5
18434,3.5
18435,4.0
18437,4.0
18438,5.0
18440,2.0
18442,2.5
18443,4.5
18444,2.0
18445,3.0
18446,3.0
18447,3.0
18448,4.5
18449,4.5
18450,4.0
18451,2.0
18452,2.0
18453,5.0
18454,5.0
18457,4.0
18458,3.0
18459,3.5
18462,3.0
18463,3.5
18466,3.0
18467,1.5
18468,4.5
18470,3.0
18471,2.5
18472,3.0
18473,0.5
18474,2.5
18475,4.0
18476,3.0
18477,5.0
18478,3.0
18479,3.5
18480,5.0
18481,3.0
18482,5.0
18483,5.0
18484,1.0
18485,3.5
18486,4.5
18488,3.0
18489,5.0
18490,3.0
18491,5.0
18493,4.5
18494,3.0
18495,4.5
18496,4.0
18497,4.0
18498,5.0
18499,4.0
18500,4.0
18501,3.0
18502,5.0
18503,5.0
18504,4.0
18505,5.0
18507,4.5
18510,3.0
18511,5.0
18512,0.5
18513,3.0
18514,5.0
18515,4.0
18517,4.0
18518,4.0
18520,5.0
18521,5.0
18522,5.0
18523,1.0
18524,1.0
18527,5.0
18528,2.0
18529,4.0
18531,2.0
18532,4.0
18533,5.0
18534,3.0
18535,4.5
18536,5.0
18537,2.0
18538,5.0
18539,3.0
18540,3.5
18541,5.0
18542,4.0
18544,5.0
18545,3.0
18548,3.0
18550,4.0
18551,3.0
18552,3.0
18554,3.5
18555,3.0
18556,4.5
18558,4.0
18559,5.0
18560,5.0
18561,3.5
18563,3.0
18564,5.0
18567,4.0
18568,3.5
18569,3.5
18570,3.0
18571,5.0
18573,5.0
18574,4.0
18575,1.5
18578,5.0
18579,3.0
18580,3.0
18581,4.0
18582,5.0
18583,4.5
18585,4.0
18586,3.0
18587,5.0
18588,1.0
18589,3.0
18590,2.0
18591,5.0
18592,3.5
18594,3.0
18596,2.5
18597,4.0
18598,1.5
18599,4.5
18600,2.0
18601,4.0
18602,4.0
18604,4.0
18605,1.5
18606,5.0
18607,3.0
18608,5.0
18609,3.5
18610,5.0
18612,4.0
18613,4.0
18614,3.0
18615,5.0
18616,2.5
18617,3.5
18618,1.5
18619,3.5
18620,3.0
18622,4.0
18623,4.0
18624,2.0
18625,4.0
18626,4.0
18627,3.0
18628,5.0
18629,4.0
18630,4.0
18631,1.5
18632,4.0
18633,2.0
18634,4.0
18635,4.0
18636,4.0
18637,4.5
18639,5.0
18640,4.5
18641,1.0
18643,2.5
18644,3.5
18645,2.5
18646,2.0
18647,2.5
18648,5.0
18650,5.0
18651,3.0
18653,1.0
18654,5.0
18655,2.5
18656,3.0
18657,3.0
18658,4.0
18659,5.0
18660,4.5
18661,2.0
18662,5.0
18664,5.0
18665,5.0
18666,3.0
18667,4.5
18668,3.0
18669,0.5
18670,2.0
18672,5.0
18673,3.0
18674,4.0
18675,3.0
18676,4.5
18679,4.0
18680,3.0
18682,4.5
18683,4.0
18684,3.0
18687,5.0
18688,5.0
18689,5.0
18690,5.0
18691,2.0
18692,3.0
18693,5.0
18695,4.0
18696,4.0
18697,4.0
18698,5.0
18699,4.0
18703,5.0
18704,3.0
18705,2.5
18706,4.0
18707,2.5
18708,3.0
18709,4.5
18711,4.0
18713,5.0
18716,5.0
18717,4.0
18719,5.0
18720,3.0
18721,3.0
18723,4.0
18724,2.0
18726,3.0
18727,4.0
18729,3.0
18730,4.0
18731,4.5
18732,4.5
18733,1.5
18734,2.0
18735,3.0
18736,4.0
18737,3.5
18738,3.0
18739,3.5
18741,4.5
18743,4.5
18744,5.0
18746,1.0
18747,2.0
18748,1.0
18750,4.0
18751,2.0
18752,0.5
18753,5.0
18754,4.0
18755,3.5
18757,3.5
18760,4.0
18763,3.0
18764,5.0
18765,2.0
18767,4.5
18768,4.0
18769,3.5
18770,3.0
18771,2.0
18772,4.0
18774,4.5
18775,5.0
18777,4.5
18778,0.5
18779,3.5
18780,4.0
18781,5.0
18782,5.0
18783,3.0
18784,5.0
18785,4.0
18786,5.0
18787,4.5
18789,5.0
18792,2.0
18793,4.5
18796,5.0
18797,4.0
18798,5.0
18799,4.0
18800,4.0
18802,3.0
18803,3.0
18804,1.0
18806,3.5
18807,3.0
18808,4.5
18809,4.0
18812,4.0
18813,3.0
18816,3.5
18818,5.0
18819,3.5
18820,4.5
18821,5.0
18822,3.5
18823,3.0
18825,4.0
18826,4.0
18827,4.0
18828,3.0
18829,2.0
18830,3.0
18831,4.0
18832,3.0
18833,3.0
18835,5.0
18836,4.0
18837,4.0
18838,4.0
18839,5.0
18840,2.0
18841,4.0
18843,4.0
18844,3.5
18845,5.0
18846,4.0
18848,4.0
18850,3.0
18851,4.0
18852,4.0
18853,3.5
18856,5.0
18857,4.0
18858,5.0
18859,3.0
18860,4.0
18861,3.0
18862,3.5
18863,3.0
18865,4.0
18866,5.0
18867,2.5
18868,3.0
18869,3.0
18870,3.0
18872,4.0
18873,4.5
18874,0.5
18875,3.0
18876,5.0
18877,4.5
18878,3.5
18879,3.0
18880,4.5
18881,3.5
18882,3.0
18884,4.0
18885,4.5
18886,4.0
18888,1.0
18889,4.0
18890,3.0
18891,4.0
18893,3.5
18894,3.5
18896,3.5
18897,5.0
18898,4.5
18900,3.0
18902,4.5
18903,2.0
18904,4.0
18905,3.5
18906,3.5
18907,4.0
18908,4.5
18909,4.0
18910,4.0
18911,5.0
18912,4.0
18913,3.5
18916,3.0
18917,3.5
18919,4.0
18920,4.0
18921,1.5
18923,4.0
18925,4.0
18926,4.0
18927,3.5
18929,1.0
18930,4.0
18931,4.0
18932,5.0
18933,4.5
18934,5.0
18935,3.0
18936,3.0
18937,3.0
18940,2.5
18941,2.0
18942,3.0
18943,2.0
18944,4.0
18945,3.0
18946,4.0
18949,3.0
18950,3.0
18951,2.5
18952,4.5
18953,1.5
18954,4.0
18957,3.0
18958,4.0
18959,2.5
18961,3.0
18964,4.5
18965,4.5
18966,2.0
18967,1.5
18969,3.0
18970,4.5
18971,4.0
18972,3.0
18974,3.5
18975,2.5
18976,4.0
18977,3.0
18980,4.5
18981,4.5
18982,3.5
18983,4.0
18984,4.5
18985,4.0
18986,3.0
18987,4.0
18988,4.5
18989,3.0
18990,4.0
18991,3.5
18992,3.0
18993,2.0
18995,5.0
18996,2.5
18997,5.0
18998,4.0
18999,4.5
19000,2.0
19001,3.0
19002,3.5
19003,4.0
19004,4.0
19005,4.0
19006,5.0
19007,4.0
19008,4.5
19009,4.0
19011,4.5
19013,1.0
19014,4.0
19016,1.5
19018,1.0
19019,4.0
19020,5.0
19021,3.0
19022,3.0
19023,3.0
19024,5.0
19025,5.0
19026,3.5
19027,5.0
19028,3.0
19029,1.5
19030,4.5
19031,5.0
19032,4.5
19033,1.5
19035,4.0
19036,5.0
19037,3.0
19038,4.5
19041,4.0
19042,3.0
19043,2.0
19044,4.0
19045,4.0
19046,5.0
19047,5.0
19048,4.5
19049,5.0
19051,4.0
19052,4.5
19053,4.0
19054,3.0
19055,5.0
19057,4.0
19058,4.0
19060,5.0
19061,5.0
19063,1.5
19064,4.5
19065,3.0
19066,4.0
19067,3.0
19068,5.0
19069,1.0
19071,4.0
19072,2.0
19075,5.0
19077,2.5
19079,4.0
19082,4.0
19083,3.5
19084,4.0
19085,5.0
19086,0.5
19088,5.0
19089,3.5
19091,4.0
19092,3.0
19093,4.0
19095,4.0
19097,4.0
19098,5.0
19099,3.5
19100,2.0
19101,5.0
19102,4.0
19103,4.0
19104,4.0
19105,3.5
19106,3.0
19107,4.0
19108,4.0
19109,4.0
19110,4.0
19111,4.0
19112,4.0
19113,3.0
19114,1.0
19115,4.0
19116,5.0
19117,3.5
19118,5.0
19119,2.0
19120,3.0
19121,3.0
19122,4.0
19123,5.0
19124,4.0
19126,5.0
19128,3.0
19129,5.0
19131,1.0
19132,3.0
19133,2.5
19134,5.0
19135,5.0
19136,4.0
19139,5.0
19140,0.5
19141,3.5
19143,3.5
19144,1.0
19145,2.5
19146,4.0
19147,4.0
19148,4.5
19149,3.0
19150,3.0
19151,3.5
19152,4.0
19153,5.0
19154,3.0
19155,4.5
19156,5.0
19158,3.0
19160,5.0
19162,4.0
19164,3.0
19165,4.0
19167,4.0
19168,2.5
19169,2.0
19171,1.0
19173,2.0
19174,2.5
19175,3.0
19176,4.0
19178,3.5
19180,3.0
19181,4.0
19183,4.0
19184,3.5
19185,4.0
19186,0.5
19187,2.0
19188,3.0
19189,4.0
19190,3.0
19192,3.0
19194,3.0
19195,2.0
19196,5.0
19198,5.0
19199,1.0
19200,4.0
19201,5.0
19202,4.0
19203,5.0
19204,3.0
19205,4.0
19206,2.5
19207,3.0
19209,3.5
19211,3.0
19212,4.0
19213,4.5
19215,4.0
19217,4.0
19219,1.0
19221,3.0
19222,5.0
19223,3.0
19224,5.0
19225,3.0
19226,4.0
19227,5.0
19228,4.0
19230,3.0
19231,4.0
19232,4.0
19233,4.0
19234,2.0
19235,3.5
19237,3.0
19238,5.0
19239,3.0
19240,4.0
19241,2.0
19242,2.0
19244,4.0
19245,5.0
19248,3.0
19249,4.0
19251,0.5
19252,2.0
19253,3.5
19255,4.0
19256,4.0
19257,3.5
19259,5.0
19260,3.0
19261,1.5
19262,0.5
19265,3.5
19267,3.5
19268,3.5
19269,5.0
19271,4.0
19272,3.0
19273,4.0
19274,3.0
19275,4.5
19277,3.0
19278,3.0
19279,4.0
19280,1.0
19281,3.0
19282,3.0
19283,4.5
19284,4.5
19285,1.5
19286,2.0
19288,4.5
19289,3.0
19290,4.0
19291,4.0
19292,4.0
19293,3.0
19294,4.0
19295,2.0
19296,2.0
19297,4.0
19299,4.0
19300,5.0
19301,3.0
19302,5.0
19303,4.0
19305,5.0
19306,3.0
19307,4.0
19308,4.0
19310,3.5
19311,3.5
19312,4.5
19313,4.0
19314,4.5
19315,4.0
19316,3.0
19318,2.0
19319,2.0
19320,2.5
19321,3.5
19322,4.0
19323,3.0
19324,4.0
19326,2.0
19327,3.0
19328,4.0
19329,1.0
19330,4.0
19331,4.5
19332,4.5
19333,4.5
19335,4.0
19336,4.0
19337,5.0
19338,4.0
19339,4.5
19340,4.0
19342,5.0
19343,4.0
19344,3.0
19345,4.5
19346,2.5
19347,5.0
19349,3.0
19350,3.0
19351,5.0
19353,5.0
19354,4.5
19355,5.0
19356,3.5
19357,3.0
19358,0.5
19360,5.0
19361,2.0
19362,4.0
19363,4.0
19366,4.0
19367,5.0
19368,3.0
19370,3.0
19371,5.0
19372,4.0
19373,2.0
19374,4.0
19375,4.0
19376,4.0
19377,5.0
19378,4.5
19379,2.5
19382,3.0
19383,4.0
19384,4.0
19385,3.0
19386,2.0
19387,5.0
19388,3.0
19389,2.0
19390,4.5
19391,4.0
19392,3.5
19393,4.0
19395,4.5
19396,0.5
19397,5.0
19399,3.0
19400,4.0
19401,4.5
19402,2.5
19403,4.0
19404,4.5
19405,4.5
19407,5.0
19408,1.0
19409,3.0
19410,5.0
19411,2.0
19412,3.0
19413,4.0
19415,4.0
19416,3.0
19417,3.0
19419,2.0
19420,3.5
19421,5.0
19423,2.0
19424,5.0
19425,4.0
19426,2.0
19429,3.0
19430,5.0
19431,4.0
19433,4.0
19434,4.5
19437,5.0
19438,2.0
19439,3.5
19440,4.5
19441,2.0
19442,3.0
19444,2.5
19445,5.0
19446,4.0
19448,3.0
19449,2.5
19450,3.0
19451,2.0
19452,4.0
19453,3.0
19454,3.5
19455,3.5
19457,1.5
19459,5.0
19460,2.0
19461,3.5
19463,5.0
19465,3.5
19466,5.0
19467,5.0
19469,3.0
19470,3.0
19471,3.5
19473,5.0
19475,1.0
19476,2.5
19478,2.5
19479,4.0
19480,3.0
19481,3.0
19482,3.5
19483,2.5
19484,4.5
19485,3.5
19486,3.0
19487,3.0
19488,4.5
19489,3.0
19490,3.0
19491,3.0
19492,3.0
19494,4.0
19496,4.0
19497,3.0
19498,3.5
19499,4.0
19500,1.0
19501,4.5
19503,3.5
19504,4.5
19505,5.0
19506,4.0
19507,1.0
19508,3.0
19509,3.0
19510,4.0
19511,3.0
19512,2.0
19513,3.0
19514,4.0
19515,3.5
19516,4.0
19517,3.0
19518,5.0
19519,4.0
19520,3.0
19521,4.0
19523,4.0
19524,3.0
19525,2.0
19529,4.0
19530,0.5
19531,4.5
19534,4.0
19535,4.0
19536,5.0
19537,4.0
19538,2.0
19539,1.0
19540,4.0
19541,5.0
19542,4.0
19543,4.0
19544,4.0
19547,4.0
19548,1.0
19549,3.0
19550,5.0
19553,1.5
19554,4.0
19555,3.0
19557,3.5
19558,2.0
19559,5.0
19560,4.5
19561,2.0
19562,3.0
19564,3.5
19566,3.5
19568,3.0
19569,3.0
19570,3.5
19571,4.0
19572,5.0
19573,4.0
19574,2.0
19575,4.5
19576,5.0
19577,4.0
19578,4.0
19579,1.0
19580,4.0
19581,4.0
19582,2.5
19584,4.0
19585,3.5
19586,3.0
19588,3.0
19589,4.0
19590,4.5
19593,4.5
19594,4.0
19595,4.0
19596,4.0
19598,3.0
19599,5.0
19600,3.0
19601,5.0
19604,5.0
19606,1.5
19607,2.0
19608,3.0
19609,3.0
19610,3.0
19611,4.0
19612,4.5
19613,4.0
19614,4.0
19615,4.0
19617,1.0
19621,4.0
19622,4.0
19623,4.0
19624,3.5
19626,5.0
19628,4.0
19630,4.0
19631,3.0
19633,2.5
19635,3.0
19636,0.5
19637,5.0
19638,3.0
19641,4.0
19642,4.0
19643,2.0
19644,5.0
19645,4.0
19646,5.0
19647,5.0
19648,4.0
19649,4.0
19650,4.0
19652,2.5
19653,1.0
19654,3.0
19655,4.0
19657,4.0
19658,4.0
19659,4.0
19660,3.0
19661,4.0
19662,2.5
19663,4.0
19664,4.0
19665,3.0
19666,4.0
19667,4.0
19668,4.5
19670,1.5
19672,3.5
19673,2.0
19676,3.0
19677,4.0
19678,4.0
19679,2.0
19680,4.0
19681,3.0
19682,5.0
19683,3.5
19684,5.0
19685,3.0
19686,3.5
19687,2.0
19688,4.0
19689,5.0
19690,2.5
19691,3.0
19692,4.0
19693,5.0
19694,4.0
19695,4.0
19696,4.5
19699,2.0
19700,4.0
19702,3.0
19703,3.0
19704,4.0
19705,3.5
19706,2.0
19708,5.0
19709,2.5
19710,5.0
19715,5.0
19716,2.5
19717,5.0
19719,5.0
19720,1.5
19722,1.5
19723,3.0
19724,2.5
19725,3.5
19727,2.0
19728,4.5
19729,2.5
19730,2.0
19731,4.0
19734,3.0
19735,4.0
19738,4.5
19739,3.5
19740,4.5
19741,4.0
19742,3.0
19743,4.0
19745,5.0
19746,5.0
19747,3.5
19748,4.0
19749,4.0
19750,5.0
19752,4.0
19753,1.0
19754,2.0
19755,4.5
19756,3.0
19759,3.5
19761,2.0
19762,4.0
19763,3.0
19764,4.5
19765,5.0
19766,1.0
19767,3.5
19768,3.0
19770,3.0
19771,3.0
19772,5.0
19774,3.0
19775,3.5
19776,3.5
19777,3.0
19778,5.0
19779,3.5
19780,4.0
19781,3.0
19782,4.0
19783,3.0
19784,4.0
19785,3.0
19786,5.0
19787,5.0
19788,4.5
19789,4.0
19791,5.0
19792,5.0
19793,3.0
19794,3.5
19795,3.0
19796,5.0
19797,4.0
19798,4.0
19799,3.0
19801,3.0
19803,4.0
19804,3.5
19805,4.5
19807,5.0
19808,5.0
19809,4.0
19810,3.5
19811,4.0
19812,5.0
19813,4.5
19817,3.0
19818,4.0
19819,1.0
19821,3.5
19822,4.5
19824,4.0
19825,4.5
19827,4.0
19828,5.0
19829,4.0
19830,3.5
19831,1.5
19833,3.0
19834,3.5
19836,5.0
19837,4.5
19838,3.5
19839,4.5
19840,4.5
19842,5.0
19843,4.0
19846,4.0
19847,4.0
19848,5.0
19849,3.0
19850,3.0
19851,3.0
19852,4.0
19855,4.0
19857,3.0
19860,3.0
19861,4.0
19862,5.0
19863,3.5
19864,3.5
19865,3.0
19866,3.0
19867,3.0
19868,4.0
19870,3.5
19871,4.0
19872,3.5
19874,5.0
19875,4.5
19876,2.5
19878,3.5
19879,3.5
19882,4.5
19883,2.5
19884,5.0
19885,3.0
19886,5.0
19887,3.5
19888,1.5
19889,4.0
19890,5.0
19891,2.0
19892,5.0
19893,4.5
19894,3.0
19895,5.0
19896,3.0
19897,3.5
19899,4.0
19901,3.0
19902,5.0
19903,5.0
19904,3.5
19905,5.0
19906,3.0
19908,3.0
19909,4.0
19911,3.0
19914,2.0
19915,4.0
19916,4.0
19917,3.5
19918,4.0
19919,3.5
19920,4.5
19921,4.5
19923,5.0
19924,3.5
19926,3.0
19928,2.0
19929,4.0
19930,3.0
19931,4.0
19932,4.5
19933,4.0
19934,5.0
19935,4.0
19937,4.5
19939,3.0
19940,2.0
19941,3.0
19942,3.5
19943,3.0
19944,3.5
19945,1.0
19946,1.5
19947,4.0
19948,1.0
19949,5.0
19950,4.0
19951,3.0
19952,5.0
19955,1.0
19956,4.0
19959,5.0
19960,5.0
19961,4.0
19962,4.5
19963,5.0
19964,3.5
19965,5.0
19966,2.0
19968,4.0
19969,4.0
19970,1.5
19971,4.0
19972,3.0
19973,2.0
19975,3.5
19976,2.5
19977,4.0
19978,4.0
19979,4.5
19980,4.0
19981,3.0
19983,4.0
19984,3.0
19985,2.0
19987,2.0
19989,1.0
19990,4.0
19991,5.0
19992,4.5
19993,3.0
19994,3.0
19995,3.5
19996,1.0
19997,4.0
19998,5.0
19999,5.0
20000,2.0
20001,5.0
20002,3.0
20004,4.5
20005,4.0
20006,4.0
20007,3.0
20008,3.0
20009,3.0
20010,3.0
20011,2.0
20012,4.0
20013,4.0
20014,2.5
20016,5.0
20017,3.0
20020,4.5
20021,1.5
20023,1.5
20026,4.0
20027,3.5
20028,2.0
20029,3.5
20030,4.0
20032,3.0
20033,1.0
20036,4.0
20037,4.0
20039,4.0
20040,5.0
20041,5.0
20042,0.5
20043,4.0
20045,3.0
20046,3.5
20047,4.0
20049,3.5
20051,3.0
20052,2.0
20053,4.0
20054,4.0
20055,4.0
20056,5.0
20057,3.5
20058,3.0
20059,1.0
20060,4.0
20062,4.0
20063,5.0
20065,4.5
20066,3.5
20067,4.0
20068,4.5
20069,1.0
20070,3.5
20071,3.0
20072,3.5
20073,4.5
20074,4.5
20075,5.0
20076,5.0
20077,4.0
20078,2.0
20079,5.0
20080,3.0
20082,3.5
20083,4.0
20085,3.0
20086,4.0
20087,2.0
20089,5.0
20090,4.0
20092,4.5
20094,4.0
20095,3.5
20096,4.0
20098,5.0
20099,4.0
20100,5.0
20102,4.0
20103,5.0
20104,5.0
20105,4.0
20106,3.0
20107,2.0
20108,3.0
20109,3.5
20110,3.0
20111,4.5
20112,2.0
20114,2.5
20115,5.0
20117,4.5
20118,3.0
20119,5.0
20120,2.0
20121,4.0
20122,5.0
20123,2.0
20124,2.0
20125,4.0
20130,4.0
20131,1.0
20133,4.5
20134,4.0
20135,1.5
20139,2.0
20143,2.0
20144,3.5
20146,5.0
20147,4.0
20148,4.0
20151,4.5
20152,3.0
20153,4.0
20154,3.0
20155,4.0
20156,5.0
20157,5.0
20158,2.0
20160,4.0
20161,4.0
20162,3.5
20165,4.0
20166,5.0
20167,4.5
20168,4.0
20169,3.0
20172,3.0
20173,4.0
20174,0.5
20175,4.0
20176,4.0
20178,1.5
20179,4.5
20181,4.0
20182,4.0
20183,5.0
20185,5.0
20186,4.0
20187,4.0
20189,4.0
20190,4.0
20191,5.0
20192,4.0
20193,3.0
20194,4.0
20196,2.0
20197,2.5
20199,4.0
20200,2.0
20201,2.0
20202,3.5
20206,3.5
20207,1.0
20208,3.0
20210,5.0
20212,4.0
20213,5.0
20214,4.0
20215,3.5
20216,3.0
20218,3.5
20219,5.0
20220,4.0
20221,5.0
20223,3.5
20224,3.0
20225,4.0
20226,3.0
20227,4.0
20228,3.0
20229,3.0
20230,4.0
20231,4.0
20232,4.5
20233,1.0
20234,4.0
20235,4.0
20236,4.0
20237,3.0
20238,2.5
20239,2.0
20240,3.0
20241,4.5
20242,3.0
20243,5.0
20244,4.5
20245,4.0
20246,2.0
20247,4.0
20248,4.0
20250,2.0
20251,3.5
20252,4.5
20253,4.0
20254,2.0
20255,4.0
20256,4.0
20257,5.0
20258,3.5
20259,4.0
20260,1.5
20261,4.0
20262,5.0
20263,3.0
20264,2.5
20266,3.0
20268,3.0
20269,4.0
20270,3.5
20271,5.0
20273,4.0
20274,1.5
20275,5.0
20276,4.0
20277,2.5
20278,4.0
20279,3.0
20280,4.5
20281,4.0
20282,4.0
20283,4.0
20285,1.5
20286,5.0
20287,5.0
20291,2.0
20292,4.0
20293,3.5
20295,4.0
20296,5.0
20297,4.0
20300,5.0
20301,4.0
20302,3.0
20303,3.0
20305,5.0
20306,4.0
20307,4.5
20308,4.0
20311,5.0
20312,5.0
20314,3.0
20315,3.0
20316,3.0
20319,3.0
20320,4.5
20321,4.0
20322,4.0
20323,4.0
20325,3.0
20326,4.0
20327,4.0
20328,2.0
20329,3.5
20330,4.0
20331,4.5
20332,4.0
20334,3.0
20335,5.0
20336,4.0
20337,5.0
20339,4.5
20340,3.0
20341,5.0
20342,3.5
20343,4.0
20344,2.0
20345,4.0
20346,3.0
20347,4.0
20349,2.0
20350,3.0
20351,3.5
20352,2.0
20353,5.0
20354,4.0
20355,3.0
20358,4.0
20359,2.0
20360,4.0
20361,3.0
20362,4.0
20363,3.0
20364,3.0
20365,5.0
20366,3.0
20367,4.0
20368,4.0
20369,3.0
20370,4.5
20371,3.0
20373,4.0
20374,3.0
20375,4.0
20377,3.5
20378,2.0
20379,2.0
20380,4.0
20381,4.0
20383,2.0
20384,4.5
20385,4.0
20386,3.0
20387,3.5
20389,3.5
20390,5.0
20391,3.0
20392,4.5
20393,4.0
20394,3.5
20395,1.0
20396,5.0
20397,4.5
20398,4.0
20399,2.0
20404,5.0
20405,3.0
20406,3.0
20408,3.5
20410,2.0
20411,4.0
20412,5.0
20413,4.0
20415,4.0
20416,2.5
20417,4.5
20418,3.5
20419,4.0
20421,4.0
20422,3.5
20424,3.0
20425,3.0
20426,4.0
20427,3.0
20428,5.0
20429,2.0
20430,3.5
20431,3.5
20432,3.5
20433,3.0
20434,4.0
20436,3.0
20438,3.5
20439,3.0
20440,4.0
20441,4.0
20442,4.0
20443,2.0
20444,3.5
20445,3.5
20448,3.5
20449,3.0
20451,2.0
20452,4.0
20453,4.0
20454,4.0
20455,4.0
20456,4.0
20457,1.0
20458,2.0
20459,3.5
20460,0.5
20461,4.0
20462,3.0
20464,3.0
20465,4.0
20466,3.5
20467,2.0
20470,4.5
20471,3.0
20472,3.5
20473,4.0
20474,3.0
20475,4.0
20476,4.5
20477,1.0
20478,3.0
20479,5.0
20480,5.0
20481,3.5
20482,3.0
20483,4.0
20484,4.0
20485,3.5
20488,4.0
20489,4.0
20490,4.0
20492,5.0
20493,4.0
20494,4.0
20495,3.0
20496,3.0
20497,4.0
20498,4.5
20499,3.0
20500,3.0
20501,3.0
20502,5.0
20504,2.0
20505,3.0
20506,2.5
20508,5.0
20509,4.0
20510,1.0
20513,5.0
20514,3.0
20515,5.0
20516,4.0
20517,4.0
20519,1.5
20520,3.5
20521,5.0
20522,4.0
20523,3.5
20525,1.0
20526,2.0
20528,4.0
20529,3.5
20530,4.5
20532,4.0
20533,3.5
20534,1.0
20535,3.5
20536,4.0
20537,5.0
20539,4.0
20540,3.5
20541,3.0
20542,4.0
20543,3.0
20544,1.0
20545,2.0
20546,4.0
20547,3.0
20548,4.5
20549,3.0
20550,5.0
20551,4.0
20552,4.5
