user,movie,rate
3806,12817,3.0
1895,11112,3.0
1433,402,3.0
495,3302,4.0
4702,82,5.0
404,2122,4.0
2854,6062,3.0
1153,662,3.0
502,1232,4.5
1524,907,5.0
1426,21712,2.0
439,2112,4.5
2882,2057,3.5
1748,527,3.0
964,17832,2.0
208,5507,3.0
1125,23937,4.0
397,4027,3.0
1258,1632,3.0
1895,2597,5.0
2287,87,4.0
901,3897,3.0
306,3977,3.0
684,8217,3.0
3407,2822,4.0
75,43377,1.5
306,15962,3.5
271,27512,4.5
285,23222,4.0
2630,14667,5.0
3442,102,3.5
1293,30422,1.0
404,21427,4.0
2791,882,4.0
537,1037,3.5
292,1832,3.5
89,9327,3.5
817,6157,4.0
222,2332,3.5
229,8752,3.0
1349,13097,3.5
292,2667,2.5
278,27,4.0
2525,1097,2.0
1167,907,4.0
404,17677,1.0
264,1522,4.0
684,4467,4.0
110,5817,3.0
75,1602,1.5
523,2497,4.5
782,2137,4.0
4415,2697,2.0
2644,4267,3.0
992,5587,4.0
2133,2512,4.5
208,47,5.0
404,16672,4.0
537,3357,3.5
61,5482,3.0
1055,2012,5.0
208,1602,3.0
82,967,4.0
201,9052,3.5
712,6232,5.0
642,4572,4.0
82,18602,2.0
12,25367,4.0
1748,4877,4.0
1391,1172,2.0
614,4077,3.5
2357,9142,2.0
180,1472,2.0
2217,11737,4.5
1279,1907,2.0
1909,4677,3.0
698,3072,1.0
2385,7102,3.0
621,57,3.0
628,11462,3.0
222,2362,3.5
89,21992,2.0
334,14477,3.0
355,6277,3.5
852,8767,3.0
1118,5582,4.0
2133,642,3.0
2259,8152,4.0
264,33562,2.0
2084,952,5.0
3652,592,4.5
712,1532,3.0
1797,2042,1.0
1013,1442,3.5
3183,11132,3.0
1111,9372,4.0
1300,912,4.0
887,16812,5.0
2392,5327,5.0
2448,9262,5.0
3232,19087,5.0
1069,6562,5.0
2084,7687,4.0
2028,8167,5.0
4163,2687,5.0
3155,4237,4.0
600,18182,5.0
593,5002,3.0
12,31227,4.0
4310,1182,5.0
2875,2377,1.0
2301,1667,5.0
145,7407,2.0
761,2312,4.0
1174,21147,2.0
628,2617,3.0
2875,362,4.5
285,38197,3.0
404,37767,4.0
257,3792,4.0
3379,11317,3.5
2315,3047,4.5
1958,957,4.0
180,2137,3.5
3218,1627,4.0
2756,6062,4.0
2126,3192,5.0
348,852,4.0
2742,5587,5.0
3015,15527,3.5
2280,2822,4.5
180,39112,3.5
341,9422,3.0
425,1292,5.0
2686,1302,4.0
1545,3447,4.0
3722,3897,3.5
201,23542,1.0
1013,1927,4.0
96,26507,4.0
530,5327,4.0
82,11262,3.0
747,17142,3.0
1104,12047,3.0
278,1457,3.0
12,12192,4.0
2301,3072,4.0
376,11172,4.0
1860,12012,3.0
278,3897,2.5
257,13617,4.0
1769,727,3.0
2427,402,5.0
2371,522,4.0
782,12587,1.0
1426,4052,4.0
698,16537,4.0
894,8527,1.0
1895,5727,5.0
719,887,4.0
201,13282,3.0
2189,17767,4.0
2693,2562,3.0
1342,5767,5.0
908,12882,3.0
782,3797,4.0
404,3272,3.0
19,17572,4.0
131,5447,4.5
355,22037,0.5
383,2502,3.0
1300,1637,4.0
341,10807,4.0
404,32142,4.0
1132,1672,5.0
481,27157,2.5
894,7827,3.0
1300,12202,2.5
747,2987,3.0
264,5187,3.0
1426,2777,1.0
54,15692,5.0
180,3142,2.0
68,422,3.0
1818,6702,3.0
383,3597,5.0
222,28237,3.5
278,12442,3.5
747,292,3.0
2602,2342,3.0
621,1397,4.0
1174,22797,4.0
4653,337,3.0
425,1727,5.0
1244,2572,4.0
2021,2417,4.5
2994,927,4.0
873,18472,4.5
866,5292,3.5
558,6122,5.0
26,5652,4.0
1790,7342,4.0
3078,11657,2.5
1398,15947,4.0
40,33727,1.0
110,10752,2.5
201,15787,3.0
1804,36092,2.0
2658,3707,4.0
1391,2627,3.0
810,2762,5.0
26,5052,5.0
341,12077,3.0
285,41852,3.0
2448,3357,5.0
1349,7822,5.0
964,14832,2.5
537,4812,4.0
1097,11572,3.5
4485,42812,3.5
82,24312,3.5
873,13702,4.0
3554,19802,2.0
1111,19852,3.0
82,30452,3.0
2189,832,3.5
3043,6272,3.0
1909,4742,3.5
747,3602,3.5
614,19857,3.0
873,26477,2.5
404,19252,5.0
2168,11607,4.0
999,2477,5.0
1531,122,5.0
2588,11167,2.0
2021,21947,2.5
523,1182,4.0
306,10807,2.5
1307,927,5.0
1006,6252,4.0
635,40287,3.5
3120,7667,4.0
89,13567,3.0
1846,592,5.0
1398,4162,1.0
1300,19217,3.0
4436,13977,4.0
348,1367,5.0
1251,18257,3.0
404,6562,5.0
740,1012,4.0
530,1792,4.0
1132,8552,4.0
1300,15697,2.0
1146,3527,2.5
2658,6062,5.0
390,6592,4.0
964,12127,2.0
124,8997,4.0
222,4502,3.0
614,9372,1.0
320,7667,4.0
1692,10937,4.0
1300,6252,3.0
327,10137,5.0
404,9537,4.0
698,19672,4.0
1153,6057,4.0
3771,9687,4.0
257,20067,4.0
271,717,4.0
1426,4272,0.5
285,2377,5.0
1328,797,3.0
2609,11937,3.0
2602,3127,3.5
1174,10672,3.0
341,20997,3.0
82,7097,5.0
922,197,3.5
698,22317,4.0
824,6232,4.0
1825,427,4.0
1111,4012,4.0
1118,6057,5.0
2637,5622,4.5
1146,1637,3.5
684,3177,4.0
26,7202,5.0
243,7717,3.5
1384,1457,3.0
1069,11017,4.5
1160,1137,2.0
908,4547,3.5
383,8347,1.0
201,13607,3.5
124,1327,5.0
635,5782,3.0
117,7122,3.0
1167,362,5.0
1426,24127,2.0
82,36827,1.0
285,3232,4.0
404,30377,1.0
320,2112,5.0
3190,11547,4.0
1587,1007,3.0
2322,4622,2.0
922,2182,2.0
271,25402,4.0
82,9062,3.0
1433,9402,2.5
1146,957,3.5
677,12932,4.0
3617,2732,5.0
1230,18292,3.0
747,87,4.0
2903,417,5.0
1013,6167,3.5
915,6587,4.0
607,4692,3.0
810,6027,5.0
82,26072,3.0
936,1592,3.5
1300,8487,4.0
75,18982,3.0
1279,11652,5.0
439,3372,4.0
1790,5982,4.0
698,11977,2.0
2672,17,3.0
3449,8387,1.5
2511,417,4.5
1426,13242,3.0
614,3367,2.0
271,20202,2.0
82,5857,4.0
19,82,4.5
75,812,2.0
2875,887,1.5
1426,32792,3.0
390,13792,5.0
313,26052,5.0
1125,5312,3.0
1097,37,3.5
1426,9782,2.0
2889,2112,4.0
222,9007,3.0
3183,3367,3.0
1538,6672,4.0
3617,5082,3.0
3715,7892,4.0
565,6882,1.5
4667,22467,2.0
82,322,2.5
698,3492,1.0
1475,6687,4.0
1006,1132,4.0
1041,21632,2.0
866,2597,4.0
1300,20732,2.5
1055,1472,4.0
404,4167,4.0
180,7822,3.0
2133,31297,0.5
383,15972,3.0
3183,427,5.0
1650,21617,2.0
481,5067,2.0
306,11622,4.0
383,17482,1.5
4219,822,4.0
1041,4812,5.0
3540,6882,5.0
761,742,4.0
1426,13172,3.0
530,18002,4.5
1531,1292,4.0
894,5442,4.5
166,8142,4.5
2448,12387,4.0
4317,822,1.0
2868,22272,2.5
1405,3957,4.0
537,6407,3.5
803,16177,3.0
523,2632,3.0
285,5022,4.0
313,8227,3.5
1125,5147,4.0
82,2482,2.5
1006,19377,5.0
75,29752,2.0
2350,432,4.0
2210,12382,3.5
3904,4147,3.0
810,2707,4.0
117,477,3.0
712,4027,4.0
2231,4367,4.0
1783,87,5.0
1713,9347,3.5
3617,28387,3.0
257,2082,3.5
1664,4522,4.0
2868,3762,3.0
747,7882,3.0
481,11722,3.5
306,14842,3.0
75,43077,4.0
544,2827,3.5
2392,14737,2.0
656,2552,3.0
1405,6057,3.0
390,9142,4.0
1174,4267,3.0
614,2332,4.0
75,1572,4.0
201,15157,3.0
4128,3852,4.5
747,14227,4.0
614,21677,2.5
747,4597,1.5
523,7882,4.0
404,27767,5.0
180,31532,3.0
82,24377,4.0
3547,11107,5.0
859,14202,4.0
803,2047,3.5
131,29057,3.0
698,8707,5.0
2014,1007,3.5
3596,2162,3.0
82,3822,3.5
19,2127,4.0
810,5442,3.0
852,322,4.0
2392,3677,2.0
607,912,4.5
1426,1657,3.0
698,13492,4.0
831,347,4.0
3323,11107,3.0
3568,342,4.0
2084,1277,4.0
12,4317,5.0
383,3157,4.5
264,3612,4.0
1265,302,2.5
481,1987,1.0
1104,6107,4.0
2350,1387,4.0
82,452,4.0
348,3062,5.0
544,3797,3.5
124,2632,4.0
4604,1197,4.0
3225,4832,4.0
2945,2757,4.0
2861,10442,3.0
383,19652,1.5
75,44462,2.0
1440,1522,2.0
180,6832,3.5
607,6627,2.5
1454,3762,5.0
845,7992,3.0
3001,11737,4.5
747,272,2.5
2287,28397,3.5
229,887,3.5
201,3822,3.5
306,337,4.5
894,15662,3.0
2077,5832,4.0
4471,14817,0.5
173,432,5.0
110,7447,2.5
789,8892,4.0
2490,4317,3.0
3960,3177,5.0
446,17262,5.0
649,4257,4.5
2343,4832,2.0
208,1347,5.0
2539,16247,4.0
1237,16812,3.0
775,4582,4.0
544,5022,3.5
2266,6357,3.0
4289,1667,3.0
1300,2517,3.0
2189,18147,2.5
1258,3647,4.0
4674,3527,3.0
2315,7107,3.5
348,9617,4.0
677,6237,2.5
376,18052,4.5
2602,11607,5.0
278,432,1.5
2343,6702,4.0
3309,452,3.0
2392,1347,4.0
908,1182,3.5
264,9007,3.0
208,2727,2.5
3337,2827,3.0
1125,5217,4.0
1650,2017,5.0
698,3537,4.0
1083,417,4.0
2399,2282,5.0
383,13552,2.5
1692,7782,3.0
2875,2012,2.0
2140,5407,3.0
2273,15042,4.0
439,11157,5.0
1069,5832,5.0
481,57,1.0
341,6177,1.0
2364,44612,4.0
1440,2782,4.0
110,11552,1.5
1426,1492,3.0
2021,1877,4.0
2245,1232,5.0
460,1327,5.0
1237,1347,5.0
705,4467,4.0
124,13432,3.5
1055,667,3.0
537,15132,5.0
306,3907,3.0
278,6277,3.5
971,1967,3.5
873,11827,3.0
817,1697,4.0
474,12327,2.5
712,4792,2.0
320,15957,4.0
250,4742,5.0
1132,227,4.0
4016,3897,4.0
1657,417,2.0
593,1857,4.0
2721,14232,3.0
698,5367,4.0
1909,8517,3.0
3771,13877,5.0
124,2602,3.5
2315,28877,3.5
3862,6747,4.0
922,4792,1.5
201,30577,2.0
2378,662,4.0
152,2642,3.0
341,4807,3.0
264,7797,3.0
2469,277,4.0
1972,287,4.0
3428,2242,0.5
2763,6527,3.0
2210,2352,4.5
670,6147,3.5
75,24437,2.0
320,9357,4.0
2721,582,5.0
635,567,1.5
117,3057,4.0
89,20382,3.0
754,1367,4.0
3736,7272,4.5
1587,27962,3.5
4002,4077,4.5
1174,5082,2.0
747,8422,3.0
2763,2852,4.0
607,42917,1.0
61,8417,4.0
845,1797,4.0
348,25322,2.0
712,857,3.0
313,24097,4.0
586,1627,4.0
1055,4677,3.0
2028,2777,2.0
712,4172,4.0
2672,7827,4.0
96,7142,4.0
3211,522,5.0
2791,2182,2.0
3190,12897,5.0
614,2562,3.5
1804,507,3.0
1237,5132,4.0
859,4522,5.0
264,10487,3.5
1013,6222,5.0
754,352,5.0
1216,12217,4.0
3022,36822,4.0
264,12207,3.0
180,5322,4.0
1349,6912,4.0
383,4162,2.5
1909,2032,4.0
75,8117,3.5
404,13487,5.0
341,987,4.0
712,1452,3.0
1741,15822,4.0
271,2672,3.0
1398,3062,3.0
110,10882,2.0
1125,20167,2.0
1111,6172,5.0
4296,7802,4.5
264,6352,3.5
2553,15822,5.0
1566,417,4.0
173,102,5.0
467,5907,5.0
1468,1217,4.5
635,20027,2.0
621,5327,2.0
600,4672,3.0
201,18977,2.5
208,492,2.5
1566,3602,4.5
3568,547,3.0
1909,2182,3.0
4464,2312,5.0
320,12417,3.0
285,7902,4.5
530,5647,5.0
124,13097,3.0
75,5797,4.0
873,3027,3.5
306,892,3.5
719,6547,4.0
180,34627,3.5
2868,1062,2.5
2385,527,5.0
4030,2442,4.5
4408,11107,2.5
2847,3062,4.0
1139,44952,4.0
873,1147,3.5
1426,11657,3.0
404,8792,3.0
1272,2217,4.0
1846,832,3.0
3764,7582,3.0
61,1567,4.0
1104,18472,0.5
2574,3212,3.0
3883,6917,3.0
3981,582,1.5
4135,1907,5.0
481,9802,4.0
817,14992,3.0
173,72,5.0
670,12277,5.0
782,12982,1.0
173,8717,5.0
383,12862,0.5
1671,5107,3.0
1174,22937,2.0
19,2042,3.5
1279,12507,3.5
278,892,3.5
558,7167,4.5
1545,32,5.0
761,8282,3.0
2021,417,5.0
446,3407,4.0
747,11117,3.0
705,2572,4.0
1132,3122,4.0
1860,8347,4.0
320,14187,3.0
4240,4582,5.0
1440,277,3.0
530,3902,4.0
383,3357,3.0
1405,24687,5.0
2077,19367,3.5
145,18567,4.0
75,31087,2.0
1349,2417,3.5
82,3907,3.5
285,4742,2.0
754,6862,4.5
1440,1822,3.0
3085,24382,4.5
873,10327,3.5
3302,2347,4.0
257,12192,4.0
1125,16102,2.0
3925,1367,5.0
1860,747,5.0
2315,1107,3.5
684,19087,5.0
439,2597,4.0
271,25287,3.0
264,8447,2.5
866,7362,4.0
1006,11177,4.0
719,5107,3.0
390,26037,4.0
1853,20277,4.0
1034,43177,5.0
180,3842,3.0
4205,8567,4.0
75,14492,3.0
75,27267,2.0
1545,3947,5.0
964,10902,5.0
306,3797,2.5
4072,82,5.0
873,1972,4.5
789,182,5.0
2063,17,3.0
4485,3762,4.0
1111,11227,3.0
1587,5757,3.5
2056,7262,4.0
873,39617,3.5
404,9367,3.0
1853,13792,5.0
439,8377,4.5
936,1657,1.5
1286,44962,4.0
313,7722,4.0
194,19082,4.5
530,7422,3.5
12,2077,2.5
558,8217,5.0
614,8687,3.0
257,8852,3.5
3309,12772,5.0
3764,422,3.0
908,19372,4.0
1041,3117,4.0
166,5297,4.0
131,25812,3.5
1349,452,2.5
488,18517,5.0
2077,11187,1.5
313,37842,3.0
2875,967,5.0
607,13637,3.5
3561,3902,3.0
2518,5847,3.5
19,5532,4.0
1804,8997,3.0
4436,17602,4.0
684,882,4.0
2014,1217,5.0
1790,16732,3.0
3148,3307,5.0
2287,657,2.5
222,3342,4.0
1475,1547,4.5
26,12817,3.0
3197,3192,4.5
271,10327,3.0
1300,16317,3.0
1895,1547,3.0
96,82,5.0
341,2032,4.0
1972,5807,5.0
271,2542,4.0
2175,8752,3.0
684,447,4.0
719,422,3.5
586,12942,4.0
26,4282,5.0
2826,18287,4.5
2532,5407,3.5
4226,2667,5.0
3127,11107,5.0
201,44932,3.5
75,23992,4.5
285,10672,5.0
1041,1182,3.0
1055,4622,4.0
894,6987,4.0
1853,1262,4.5
201,20162,3.0
2875,3527,2.0
2378,4522,2.5
964,4742,3.0
75,10157,3.0
306,212,4.0
1426,8017,4.0
2595,4257,5.0
82,13717,2.0
2231,28397,3.5
747,7332,2.0
2616,22597,2.0
1895,6722,5.0
607,11242,3.0
3309,5587,4.5
705,4167,3.0
2826,3057,3.5
299,2157,4.5
2280,777,1.0
4380,47,3.0
1202,12992,3.0
2861,4367,3.0
481,32512,3.0
3358,8602,1.5
12,14442,3.0
607,14442,3.0
1139,29627,4.5
1167,2002,4.0
180,5112,3.0
1265,6247,1.0
1174,2647,3.0
1426,25422,4.0
1923,15687,4.0
3967,1547,4.0
2259,3682,4.0
229,1992,4.0
285,3802,5.0
54,9497,5.0
411,1347,5.0
3127,547,5.0
1223,5112,4.0
2581,3467,3.0
229,422,4.0
2245,9202,5.0
1041,702,5.0
313,14117,4.5
1153,18242,3.0
810,227,3.5
1741,677,2.0
1097,9137,2.5
719,3122,4.5
2441,15917,3.0
3841,4147,5.0
446,1912,3.5
3498,39857,3.5
1349,4537,4.0
180,31032,1.5
1685,12502,2.0
1111,2802,3.0
341,8357,4.0
866,7332,3.0
2798,7297,5.0
2084,1282,4.0
12,23842,4.0
481,6547,2.0
320,9297,4.0
82,44242,3.5
635,887,1.5
2154,5112,2.0
1426,4212,3.5
698,3127,4.0
1111,7462,4.0
2462,3792,3.5
635,40397,3.0
2644,947,1.5
2385,62,4.0
1510,2407,3.5
733,102,3.5
4485,22942,4.0
4352,82,3.0
47,1027,4.0
404,33012,4.0
3225,422,4.0
376,3822,5.0
488,2462,3.0
3946,27902,3.0
460,8782,4.0
383,777,3.0
3428,1182,4.5
1832,927,4.0
2994,2847,3.5
481,20847,4.5
12,4652,3.0
1328,5067,3.0
1615,7067,1.0
1328,1347,4.5
3204,11242,3.5
3190,5447,5.0
383,22412,3.0
82,16077,4.5
439,1032,4.5
3358,882,4.0
110,9537,4.0
4037,2947,4.0
180,11672,5.0
3708,19967,4.0
446,1917,3.0
502,1107,2.5
75,9022,3.0
2756,12127,4.0
446,6787,4.0
383,6887,1.0
1216,6222,3.0
82,2032,5.0
89,9007,4.5
488,1622,5.0
2756,362,4.0
2427,11077,3.0
1426,27802,3.5
1034,7367,4.0
2245,16537,4.0
82,13902,2.5
348,9047,4.0
1629,8597,4.0
922,8942,3.5
1111,8142,3.0
1125,3422,5.0
89,2822,3.5
747,1032,3.0
1496,4317,1.0
1167,4912,2.0
383,3242,3.0
4086,952,2.0
1006,692,5.0
1300,2457,4.0
61,26347,5.0
4310,9022,4.0
1251,7167,3.0
1573,3537,5.0
719,14247,3.5
922,6157,3.5
1762,13472,4.0
2140,1927,5.0
1258,4677,5.0
1650,2632,4.0
152,2082,1.0
964,22617,2.0
1174,5227,3.0
82,11592,4.0
299,1637,4.0
1328,887,3.0
712,917,2.0
523,952,5.0
285,9167,3.0
208,16087,2.5
3183,9882,3.0
383,16457,2.0
691,587,4.0
1979,19262,5.0
4163,38802,1.0
89,437,5.0
859,4352,4.0
82,41362,3.0
1125,1522,4.0
285,3627,5.0
4058,4647,2.5
1153,302,4.0
922,22637,5.0
3295,2217,4.0
635,29367,0.5
1853,14092,5.0
404,577,3.0
1741,4317,3.0
201,1972,4.0
61,13397,1.0
1713,5532,4.0
264,2672,3.0
2448,2192,4.0
75,19512,4.0
1034,542,3.0
404,38747,3.0
873,20732,3.5
607,16787,0.5
1895,12217,5.0
887,3787,3.5
621,622,4.5
320,3517,4.0
1426,28172,0.5
2210,5447,4.0
1125,1917,4.5
2805,6952,5.0
2770,7197,5.0
1307,692,4.0
3540,712,5.0
2532,18422,3.5
4254,3307,4.0
383,7497,3.5
2077,22252,3.5
2238,4167,4.0
2777,12162,4.5
383,3337,1.0
180,5337,3.0
4380,4282,3.0
327,8892,2.0
89,2447,1.5
1615,11237,3.0
530,11647,3.0
873,3907,3.5
82,3947,2.5
3106,342,5.0
2287,2622,3.0
2882,2217,3.0
481,10367,2.5
558,3982,4.5
1174,36792,4.0
915,12237,3.0
1216,3507,5.0
82,35627,3.5
313,34277,3.5
1615,3472,4.0
747,2842,3.0
3281,2017,4.0
1328,4582,3.0
964,4067,5.0
2875,1367,2.5
201,15092,3.5
376,38082,4.5
376,10607,4.5
404,7772,4.0
278,417,3.5
2749,16242,4.5
1202,12127,4.0
152,6122,3.0
1587,672,1.0
873,32097,4.5
1531,2007,2.0
404,3077,4.0
1741,1672,4.0
3204,1347,5.0
1139,4517,4.0
306,2092,3.5
2448,41662,2.0
201,19412,3.0
1825,6797,4.0
1055,16527,2.0
964,4657,2.5
2035,5797,3.0
110,16167,1.0
2294,2447,3.5
2252,7827,3.0
761,5832,4.0
2574,2182,1.0
320,21682,3.0
1860,9082,3.0
2392,8552,3.0
873,10332,4.0
1083,20707,3.0
1167,12612,4.0
2343,887,4.0
75,42367,3.0
320,13827,3.0
3638,15237,2.0
26,5962,4.0
180,24322,4.5
1944,10732,4.5
12,8507,3.5
1174,3177,1.0
313,11377,4.0
698,6162,1.0
1125,24427,4.0
1853,11737,4.0
1566,38952,1.0
1426,4792,1.0
1300,1792,3.0
887,28462,4.0
404,667,3.0
229,11557,1.5
1790,847,4.0
383,6522,1.0
866,617,3.5
607,10532,3.0
3505,592,3.5
306,3057,4.0
747,2947,3.0
488,4142,4.0
1846,4002,3.0
3967,2042,3.0
306,5807,3.0
3141,1632,4.0
390,667,2.0
1776,5982,5.0
313,34672,3.0
544,17382,4.5
635,38787,1.5
1006,10227,4.0
3708,2197,3.0
2371,9632,3.0
936,2122,4.0
1153,1672,4.0
285,847,5.0
82,4477,3.5
3155,3307,5.0
964,1927,3.0
1426,22882,4.5
306,7312,2.5
677,2517,4.0
2455,182,3.0
873,9057,2.0
1559,35417,1.0
866,192,4.0
201,8072,3.0
712,5177,4.0
2455,21142,3.0
670,20947,4.5
894,20462,3.0
1650,22992,4.0
2329,5442,5.0
1251,23477,4.0
1706,40077,4.5
446,947,2.0
313,16502,3.5
3337,357,5.0
2014,31482,4.0
1650,18332,1.0
89,3652,2.0
4212,18167,3.0
1167,612,3.0
467,30727,4.0
1055,20227,4.0
3722,4522,4.0
2189,25612,2.5
439,2362,5.0
2203,20257,1.0
3876,4277,3.5
4191,18652,3.0
243,30992,4.5
201,13592,3.5
285,242,4.0
271,8042,5.0
369,10867,4.0
2189,18892,4.0
1608,2342,4.5
96,12432,4.0
1013,5407,5.0
194,11512,4.0
4408,427,3.5
2840,527,4.0
712,2557,4.0
313,12312,4.0
2238,887,2.5
2112,14992,2.0
1377,1442,5.0
824,10547,4.0
4198,1972,2.0
1426,14522,4.0
558,15217,4.0
264,1187,3.5
2497,747,4.0
3232,1522,2.0
3974,1382,2.0
698,3707,5.0
2665,11607,2.5
75,4497,3.0
61,132,3.0
726,13097,3.0
439,30172,4.0
285,22357,4.0
2168,13507,3.0
3736,1927,4.5
502,5447,2.0
873,5782,3.5
1895,7812,4.0
2448,28492,4.5
635,14767,2.5
1041,5927,5.0
831,7247,2.0
1055,5777,4.0
404,5717,5.0
404,26317,3.0
383,5667,2.5
740,1872,2.0
1055,6237,3.0
1405,5967,3.0
894,617,5.0
1069,4862,4.0
2357,5282,4.5
4492,2437,3.0
1916,10207,3.5
1300,8577,2.0
2574,11392,4.0
201,12087,4.0
1426,12082,4.0
2427,6677,3.5
82,24247,3.5
201,9982,4.0
1300,14087,4.0
82,3882,3.0
3939,15877,3.0
201,6592,3.0
404,2537,2.0
2595,1747,4.5
397,12417,3.0
873,8422,4.0
481,25887,1.0
817,882,5.0
530,6252,4.0
1363,2687,4.5
89,3797,1.5
971,1267,1.0
1041,2197,5.0
614,2382,4.0
306,6122,2.5
320,9042,4.0
1139,7687,3.5
1041,15187,5.0
873,1957,4.0
2427,692,4.5
873,13952,0.5
1125,12077,3.0
3155,797,3.0
4373,1227,1.5
873,16187,2.5
1335,2112,5.0
82,5102,3.0
845,422,4.0
110,122,4.5
1293,1322,5.0
1426,24142,2.5
1097,9582,3.5
82,42532,4.0
26,12282,5.0
208,1957,4.5
243,9062,5.0
2035,4002,4.0
747,1027,2.5
2042,2877,5.0
1335,9787,2.5
1041,32592,3.0
3232,12742,3.0
3498,26272,4.0
1517,12612,3.0
3274,10872,2.5
341,17252,3.0
341,8552,3.0
1237,19892,3.0
1328,4692,3.0
1748,34552,4.0
369,3852,4.0
4002,8397,4.0
887,7582,4.0
1027,3307,4.0
607,3427,2.0
1594,7002,4.5
82,5197,5.0
2210,1172,4.0
1195,672,3.0
187,12492,3.0
1426,34357,3.5
1006,87,4.0
747,1427,3.5
1783,5587,3.0
1230,1637,4.0
558,12047,2.0
2595,1967,4.5
754,10827,5.0
4219,6527,2.0
4576,41032,3.0
3106,927,5.0
1041,2732,1.0
1153,21247,3.0
453,417,2.0
89,41327,3.0
1650,5672,3.0
2644,997,2.5
1286,14182,2.0
12,8622,3.5
747,33672,3.5
3701,7667,4.5
3435,5587,4.0
2399,8082,3.0
3183,1092,4.0
194,7002,3.5
1405,1727,3.0
180,32852,3.0
1132,4787,4.5
656,1667,4.0
719,2182,3.0
201,8797,4.0
446,1777,3.0
698,5517,2.0
3561,3397,4.0
2294,247,3.5
2245,5797,4.0
201,20517,2.0
1475,3362,4.0
2560,927,3.0
922,18772,1.5
908,5222,4.5
1804,337,2.0
383,10357,4.0
271,7382,2.0
26,29367,1.0
838,777,4.5
418,8532,5.0
2385,12507,3.0
2945,14687,2.5
635,5412,5.0
3708,6057,5.0
4254,24857,4.0
544,1217,2.5
3232,3612,4.0
2693,17022,4.0
1559,1152,4.0
1426,16187,1.5
607,12882,3.5
3022,15772,5.0
635,2357,3.5
4058,3827,4.5
383,8577,3.0
404,7132,4.0
320,19592,5.0
894,2997,5.0
47,3977,4.0
75,39372,2.5
3442,1032,4.0
2679,1397,5.0
2238,1192,4.5
404,1537,4.0
3974,1547,3.0
1055,6072,3.0
152,13942,2.0
1146,442,3.0
789,5967,5.0
2714,277,5.0
1167,2562,3.0
194,2202,4.0
320,2202,4.0
2315,3407,4.0
1916,947,4.0
607,1572,4.0
635,34777,3.0
1405,9852,5.0
2448,16057,4.0
2665,2727,2.5
4380,9312,3.0
2644,13487,3.5
222,6672,3.0
2875,12772,4.0
4051,22992,3.0
3617,692,5.0
691,2922,3.0
4086,13312,4.0
1174,10987,3.0
1895,1667,5.0
82,38097,3.5
2112,16777,4.0
1853,1347,4.5
2763,6162,1.0
873,13232,3.5
82,7782,1.0
201,13047,4.0
908,40947,3.0
3568,727,3.0
4086,18647,3.0
761,3962,4.0
3883,5227,4.0
1426,23952,3.0
803,6427,2.5
390,672,2.0
838,1352,3.5
82,4702,4.5
1013,307,3.5
936,27397,3.0
1440,19407,3.0
1349,392,4.0
446,10602,3.5
75,11947,2.0
1167,6512,4.0
2749,942,4.5
180,14582,2.0
75,9072,4.0
2385,22412,3.0
2903,4642,3.0
3722,1612,3.5
1251,477,3.5
922,4057,4.0
3813,592,5.0
383,7117,1.0
12,27312,3.5
789,23072,5.0
2805,3572,3.0
3701,4382,3.5
236,57,5.0
1391,9702,2.5
3141,47,4.0
271,37252,2.0
1398,6912,1.0
2392,2227,5.0
1055,26067,2.0
271,11317,4.0
2567,237,4.0
1846,11667,4.0
1097,1542,3.5
635,5477,1.0
1069,5797,2.5
3344,17,4.0
782,5902,3.0
481,10572,2.5
3911,9997,4.0
1111,5057,5.0
4422,12142,1.0
12,39292,5.0
810,11732,3.0
1405,13812,4.0
383,29932,0.5
3778,35622,3.0
908,557,3.5
537,102,3.5
4142,11187,3.0
873,1922,4.5
26,21462,2.0
3155,4732,3.0
1685,6197,3.0
1524,1352,4.5
2728,6332,3.0
187,15547,1.0
180,1512,2.0
2392,9532,4.0
271,38912,2.0
12,13237,4.5
278,1197,2.0
61,9077,2.0
285,1152,2.0
873,2252,3.5
2434,777,3.0
747,12147,3.0
2287,8502,3.5
894,77,3.5
2091,122,4.0
2784,2202,3.5
1069,35342,3.5
1153,5192,4.0
488,892,5.0
481,7792,2.0
803,12692,2.5
3589,2117,5.0
124,26422,3.0
446,15042,4.0
4310,212,5.0
1783,1192,5.0
306,3322,4.0
1797,4497,3.0
810,4002,4.0
117,9772,3.0
530,26237,4.5
3288,7082,3.5
3337,1402,4.5
1146,3217,3.5
180,8287,2.0
1398,10137,2.5
1426,3942,2.0
747,13547,3.0
1510,442,3.5
320,10802,3.0
82,18872,3.5
1034,2002,5.0
1258,4167,5.0
1055,12747,3.0
1860,907,5.0
75,11142,3.0
551,12257,5.0
936,14067,3.0
2077,19152,5.0
3561,417,4.0
1286,4122,3.0
1832,2707,4.0
1594,1897,3.5
1909,2492,2.0
1433,1107,3.0
103,3897,4.0
1307,1007,3.0
698,1772,4.0
1041,8707,5.0
866,1747,4.0
4212,1867,4.0
2532,2132,3.5
1097,2042,3.0
1006,1717,2.0
3204,3277,3.0
3246,1612,4.0
1559,2302,5.0
271,1877,4.5
1223,6702,3.0
355,927,4.5
75,7762,2.0
1545,1052,3.0
54,3247,4.0
75,28627,4.0
614,12882,3.5
1426,1067,2.5
