,user,movie
13622,1804,42672
13623,26,2322
13624,194,722
13625,3764,4907
13626,117,2012
13627,628,3072
13628,1489,11737
13629,628,522
13630,1125,3622
13631,383,10347
13634,3463,7102
13635,2273,3827
13636,1979,1667
13637,999,8167
13639,12,35087
13641,3064,2657
13642,481,10967
13643,894,3787
13644,1671,4907
13646,712,1517
13647,110,2442
13648,1111,23907
13649,705,9927
13650,2665,11477
13652,1909,19792
13653,3764,7177
13654,2812,7892
13655,1055,6372
13657,782,7122
13658,2084,102
13659,1853,6167
13660,1440,7307
13661,782,1872
13663,922,18517
13664,1888,527
13665,635,16867
13666,3652,36947
13667,1272,2127
13668,1041,5182
13672,1741,6757
13675,82,19232
13676,320,4112
13677,229,1877
13680,229,4437
13681,201,18682
13684,530,8707
13685,544,8042
13686,1300,37397
13687,740,1192
13689,299,16622
13690,3799,5297
13691,1041,39172
13692,40,4952
13693,208,7927
13694,481,27102
13695,1895,13857
13696,1643,342
13697,103,277
13698,2532,26662
13699,684,9447
13700,292,277
13701,4611,33762
13703,1251,1107
13704,1748,2632
13705,663,622
13707,2742,1327
13709,3071,16012
13710,1461,7297
13711,271,11022
13712,2854,1817
13713,4247,927
13714,1895,6577
13715,4065,1347
13716,3848,12982
13717,19,2587
13718,1531,6527
13719,2994,2107
13720,3323,4792
13721,873,12052
13722,320,13367
13723,82,9282
13725,3295,2267
13726,1125,4887
13727,544,4697
13730,712,9022
13731,82,6102
13732,2315,1027
13733,481,16307
13734,768,347
13735,2756,722
13736,75,3122
13737,2728,3957
13738,565,6327
13739,19,987
13740,1545,12117
13741,1958,672
13742,82,42997
13743,698,13147
13744,817,957
13745,404,42307
13746,3393,18362
13747,2945,1967
13748,1048,1547
13752,1111,2657
13754,3897,1307
13755,873,7227
13756,1636,607
13757,481,25712
13758,320,40627
13759,2791,1957
13760,3190,3902
13762,264,2217
13767,1006,12837
13768,894,8177
13769,1258,3177
13770,838,4437
13771,75,10677
13772,110,6627
13773,75,13387
13774,201,6422
13775,1426,30487
13776,3400,26642
13777,1615,21827
13778,537,18467
13779,1713,37
13780,761,3082
13781,2665,2442
13782,2343,17732
13783,1286,5052
13785,96,2827
13786,712,6912
13787,299,14747
13788,1440,3852
13789,2245,1237
13790,649,352
13791,1363,2407
13792,2133,7152
13793,3337,1232
13794,1300,34237
13795,873,5227
13797,110,6462
13798,1104,6077
13799,404,24582
13801,873,3152
13803,201,1102
13804,404,42562
13805,1895,1517
13806,82,32357
13807,75,44037
13808,4135,2057
13809,1153,7207
13810,124,37587
13811,754,35477
13812,383,36942
13813,75,6422
13814,383,1542
13816,3582,4522
13817,383,39667
13819,208,8942
13821,2378,4372
13822,656,25577
13823,2994,3762
13824,754,3092
13825,3071,8222
13826,446,2117
13827,1153,87
13828,3127,367
13829,1426,8452
13830,82,40202
13832,3547,41577
13833,684,7062
13834,3078,11157
13835,1104,5172
13836,530,5387
13837,404,9212
13838,376,11942
13840,201,4242
13841,2525,312
13842,2595,2517
13844,3190,2917
13846,971,11657
13847,152,13002
13851,509,3177
13852,12,7637
13853,26,2917
13854,2896,4617
13855,1279,6962
13857,908,3352
13858,894,1397
13859,614,10872
13860,1853,6122
13862,1153,13267
13863,4569,16787
13864,12,11517
13865,873,287
13866,1440,9672
13867,712,10472
13868,1006,25337
13870,2623,1802
13871,4135,4862
13872,355,3062
13873,901,3547
13875,1125,8167
13877,173,5057
13878,4037,1182
13879,810,87
13880,2350,827
13881,3925,2202
13883,12,15752
13884,383,7717
13885,614,28927
13887,327,32042
13888,2294,912
13889,4541,3792
13890,264,5307
13891,1895,20737
13892,3127,2997
13893,2217,8372
13894,2784,7827
13895,2210,567
13896,1426,14052
13897,271,5587
13899,306,10137
13900,2931,1257
13902,2196,17
13903,558,29892
13904,4233,6672
13905,1125,29142
13906,404,1647
13907,1251,567
13910,635,8667
13912,1132,122
13914,1524,3912
13917,2805,47
13918,2315,15172
13919,194,152
13920,2553,15252
13921,131,18382
13922,1398,4257
13923,201,16272
13925,2875,1987
13926,299,24392
13927,4359,17157
13928,2210,2512
13930,481,6442
13931,131,10707
13932,313,4137
13934,152,5757
13935,859,2512
13936,1426,307
13937,1412,3947
13939,4009,547
13940,2448,28087
13941,12,16392
13942,2931,2802
13945,75,35342
13946,1468,5147
13947,2196,2862
13948,383,642
13949,257,237
13950,61,1452
13952,481,22972
13953,2175,19307
13954,4471,12872
13955,1790,7902
13956,201,5912
13957,1195,4657
13958,1006,5837
13959,1237,15157
13960,1587,4022
13961,2532,33537
13962,2651,4027
13964,1307,1547
13965,453,422
13966,698,6157
13967,285,4122
13968,2889,9027
13969,285,34677
13970,19,1222
13971,1363,1347
13972,271,12927
13974,3015,362
13976,2238,3172
13977,873,6332
13979,2602,11142
13980,306,4602
13981,1223,9692
13982,677,307
13984,1524,302
13985,19,11407
13986,1419,1232
13987,1125,3472
13988,299,11657
13989,26,18857
13990,2343,7827
13992,3365,8782
13993,383,1292
13994,1853,3907
13995,2077,24297
13998,2511,24387
13999,404,6357
14000,4282,18242
14001,1426,22862
14002,1412,1457
14003,2140,822
14006,453,1182
14007,1426,43062
14008,2385,13642
14009,922,13157
14010,2371,18257
14011,2420,3167
14012,404,2327
14013,1097,7332
14014,4527,137
14015,677,3802
14016,320,30077
14017,383,32697
14018,201,7542
14020,1727,9427
14021,75,22217
14022,4590,4522
14024,460,6562
14025,285,2232
14026,2203,6147
14027,1202,11547
14030,2875,6527
14031,1993,557
14032,439,2057
14033,369,7582
14035,2245,2587
14036,2903,1412
14037,26,1257
14038,1440,4782
14039,82,13367
14040,82,18097
14042,747,18732
14044,3295,11732
14045,2343,4907
14047,3589,30352
14048,3323,9022
14049,124,37
14050,404,12142
14052,75,1352
14053,2140,17027
14054,908,2357
14055,2315,15122
14056,439,24337
14057,873,31712
14058,285,1802
14059,334,4752
14060,1587,4102
14061,362,10027
14062,2378,2132
14063,446,16177
14064,530,27437
14065,677,2997
14066,257,11967
14067,383,4522
14069,782,18387
14071,537,1192
14072,3477,9057
14074,530,2207
14075,180,41462
14076,873,1607
14077,2651,3912
14078,222,25987
14079,19,21102
14080,1405,887
14081,1734,5077
14082,404,25982
14083,2532,642
14084,2532,6167
14086,719,742
14089,320,19397
14090,635,117
14094,1426,7692
14095,1713,1172
14096,502,9987
14098,712,7337
14099,670,9227
14100,1741,697
14101,264,3232
14103,201,6897
14104,1349,1572
14105,82,4577
14107,2686,152
14108,460,1177
14110,1734,23777
14112,1097,15627
14114,1706,9767
14116,2287,347
14118,1531,9537
14119,124,13482
14125,684,13067
14127,3323,3842
14128,1839,4522
14130,614,1987
14131,75,13042
14132,313,2332
14133,1188,20852
14134,152,9312
14135,873,22852
14136,712,192
14137,1153,13857
14138,320,20602
14139,390,5022
14141,831,10217
14142,908,10532
14143,852,11262
14144,201,35642
14145,2231,30352
14146,404,2562
14147,1748,357
14148,1391,5772
14149,1097,40537
14150,2847,2792
14152,75,17342
14153,1636,292
14154,1888,417
14155,1391,16052
14158,208,4727
14160,3925,15237
14162,1538,567
14163,614,112
14167,1853,1707
14169,1475,1232
14172,26,8992
14174,285,23882
14175,299,13032
14176,1895,2377
14177,264,207
14178,1167,3402
14179,544,1802
14180,1916,18177
14181,285,3127
14183,82,25747
14184,635,33987
14186,1125,10037
14187,1909,7822
14188,537,5107
14192,257,37682
14193,1426,8152
14194,12,1887
14195,761,1182
14196,208,22892
14197,684,2197
14198,551,11502
14199,3764,1452
14200,3092,38707
14203,4177,23202
14204,222,25632
14205,3988,9782
14206,2385,4647
14207,89,2557
14208,943,4657
14209,264,44007
14210,1804,6567
14211,264,4877
14212,1153,1512
14213,1734,17782
14216,124,22837
14217,908,10662
14218,334,742
14219,1013,2082
14220,3540,10897
14221,1251,1607
14222,1174,29887
14223,1762,3912
14224,26,3612
14225,2476,2182
14226,1195,2947
14228,411,5172
14229,1426,722
14230,957,3562
14231,1125,12552
14232,82,5502
14234,936,25612
14235,2875,4517
14236,936,15287
14237,19,5082
14238,866,32287
14239,1531,5897
14240,383,2497
14241,341,3842
14242,264,9497
14243,1468,7972
14245,677,11072
14246,2896,32527
14247,54,4142
14248,873,667
14249,299,17997
14252,3764,727
14253,390,307
14254,19,102
14255,362,5767
14256,3470,12412
14258,124,5207
14260,1895,11187
14262,2378,1637
14263,2392,11657
14265,1132,1982
14266,1909,9537
14267,3015,927
14268,2616,3947
14271,3148,1442
14272,873,10477
14274,404,37487
14275,852,1172
14276,544,1202
14279,3582,3797
14280,2973,582
14282,271,2632
14283,670,9167
14284,2203,1192
14285,82,36542
14286,1909,672
14287,789,362
14290,2742,2352
14292,383,15347
14293,908,3847
14294,96,3707
14297,1853,26742
14298,754,5002
14300,271,31152
14301,1846,4237
14302,922,8517
14305,1146,8002
14306,208,4382
14307,3617,422
14308,222,1472
14309,180,9312
14310,3848,7782
14311,1328,2447
14312,2070,21552
14313,2245,21012
14314,2735,13137
14315,964,1567
14316,404,11327
14317,712,14567
14318,2819,3082
14319,2049,5587
14320,1202,13547
14321,1426,4252
14322,1825,2632
14323,677,197
14324,754,11717
14325,1237,2852
14326,1202,5647
14327,26,12287
14328,1111,52
14329,4695,2112
14331,712,20082
14332,698,12492
14333,257,14087
14334,180,38027
14335,544,14442
14336,404,15552
14337,2875,10442
14338,1006,1892
14339,3295,8587
14340,1790,2857
14342,1041,3552
14343,320,3077
14344,803,7007
14345,341,16662
14346,1615,917
14347,2259,582
14348,299,15092
14351,3036,9512
14352,1468,6357
14353,481,6492
14354,747,5532
14355,1202,3877
14356,1636,377
14357,4380,3897
14358,838,3472
14359,2084,7262
14360,2693,987
14362,866,14927
14363,1510,9402
14364,873,15917
14365,285,3037
14366,110,5902
14367,530,2347
14368,4149,3797
14369,271,28837
14370,201,10617
14372,558,3847
14373,2308,6347
14374,2525,1292
14376,2686,9002
14377,1118,29097
14379,2175,13947
14380,523,2182
14381,320,6102
14382,4177,3067
14383,1013,9957
14384,2448,33627
14385,208,2227
14387,1972,9412
14389,404,1182
14390,1615,3367
14391,761,6332
14393,1580,23542
14394,523,3862
14395,131,2312
14396,306,16527
14397,1916,10047
14398,1692,17237
14400,26,10152
14401,684,25187
14402,635,26237
14403,166,18797
14404,306,27332
14405,383,12697
14406,271,6687
14408,817,2787
14409,383,16752
14412,1804,2707
14413,474,11737
14414,831,1107
14415,481,13432
14416,3323,4697
14417,1580,662
14418,3869,18887
14421,1909,6892
14422,1986,29807
14423,1804,16677
14424,82,17157
14425,2098,24387
14426,922,11557
14427,467,4707
14428,3911,18862
14430,89,7517
14431,4331,57
14433,383,29797
14434,75,3152
14436,558,2202
14437,3190,6917
14438,2749,4957
14439,544,6987
14440,495,25267
14441,887,14127
14442,537,9207
14443,1986,26467
14444,894,11142
14445,537,5112
14446,1671,7197
14447,1097,7222
14448,1279,1967
14449,404,6052
14450,4380,2752
14452,782,2352
14453,1916,9092
14455,2357,4842
14456,2035,5442
14457,1104,8302
14458,383,10182
14459,3715,82
14460,1419,912
14461,299,7407
14462,299,25697
14463,383,11867
14464,61,8142
14465,838,8397
14466,2357,16812
14467,362,11692
14468,82,34562
14469,1706,5632
14470,922,1842
14473,656,19552
14474,2490,14117
14475,936,1982
14476,1524,1347
14477,2938,11552
14478,712,17057
14479,306,2562
14480,1041,792
14481,4317,3532
14482,404,14537
14483,82,6007
14484,2168,8067
14485,96,6222
14487,2315,5527
14488,544,6502
14489,1118,6157
14491,572,3622
14494,82,8852
14495,1993,57
14496,124,1877
14497,4310,1982
14498,3001,1347
14500,2595,3177
14501,873,36312
14502,19,122
14504,292,25747
14505,1769,3307
14507,1643,1367
14508,2028,13972
14510,3631,1707
14511,1146,7767
14512,264,7697
14513,26,18652
14514,1986,277
14515,1300,45087
14516,271,8792
14517,614,17462
14518,75,7037
14519,264,3062
14520,1216,22782
14522,264,10112
14523,922,822
14524,313,22857
14525,1706,32477
14526,551,4532
14528,278,6912
14531,3575,11537
14532,1251,4082
14533,936,3622
14534,334,9077
14535,656,2822
14536,3498,5612
14537,2112,302
14538,530,1912
14539,3414,2132
14540,425,5132
14541,1426,22832
14542,3862,4692
14543,2448,13702
14544,4100,5582
14546,2140,152
14547,873,17792
14549,152,7367
14551,313,5012
14553,180,10887
14554,698,1147
14556,3323,952
14557,397,4512
14558,362,3517
14559,285,8322
14560,2441,4122
14561,271,2202
14563,481,27352
14564,936,6482
14565,75,6502
14566,2077,14917
14567,194,9172
14568,2161,1222
14569,2588,237
14571,3799,8042
14572,75,4837
14575,1783,22112
14578,4366,26642
14579,2357,2227
14580,1636,2517
14581,1118,892
14582,2007,5227
14583,320,17087
14584,320,40322
14585,747,4737
14586,1790,1232
14587,1097,887
14588,3946,2712
14590,278,17297
14591,2098,362
14595,873,7412
14596,75,32092
14597,306,192
14598,1958,8047
14599,621,4582
14600,1265,32507
14602,1993,952
14603,901,7642
14606,1734,21502
14607,194,2137
14608,285,9877
14609,1230,14922
14610,3344,4497
14611,3393,11737
14612,1174,402
14613,82,7657
14614,82,20512
14615,271,3417
14616,383,21667
14617,2364,37
14619,4114,9152
14620,936,3307
14622,397,13547
14623,908,16832
14624,82,34552
14626,299,2607
14627,299,10137
14628,390,9412
14629,3106,5082
14631,1111,35002
14632,2889,6582
14633,341,487
14634,404,20442
14635,1153,1882
14637,82,28327
14638,75,36697
14640,61,3082
14641,1790,2227
14644,306,4107
14646,1692,33882
14647,642,11732
14648,26,24427
14649,439,6707
14650,75,21157
14651,124,12007
14652,607,7582
14654,383,4952
14657,453,9417
14658,1671,522
14659,712,502
14660,1405,422
14662,621,11537
14663,2448,2547
14665,152,277
14666,747,13857
14667,2553,3837
14669,250,7067
14670,1146,6132
14672,1426,19002
14674,1139,9957
14675,614,882
14676,3015,5807
14677,614,4812
14678,2210,6832
14680,1713,8862
14683,2693,102
14685,1552,6707
14686,3120,5442
14688,4555,12527
14689,383,19622
14690,208,1907
14691,271,27932
14692,166,10047
14693,383,1202
14694,1335,2207
14695,3225,1007
14696,2077,17
14697,2231,2117
14698,180,11612
14699,628,15047
14701,1615,15772
14702,320,6617
14703,2448,31577
14704,4688,1547
14706,1531,9047
14708,1342,1892
14709,1209,10452
14710,1300,27307
14711,4009,4337
14712,2259,14027
14713,82,8997
14714,2882,112
14715,446,582
14717,1440,582
14718,747,3217
14719,1426,9657
14720,2378,2297
14721,1202,11407
14722,824,5057
14724,320,28992
14725,2084,7177
14726,1230,20882
14727,271,10317
14728,873,35007
14729,908,2987
14730,614,2652
14731,2525,1817
14734,1265,2012
14735,404,4837
14737,1741,6277
14738,1139,24267
14739,1398,1802
14740,264,2502
14741,1559,3927
14742,439,62
14743,810,5777
14746,1349,362
14747,1041,892
14749,467,13172
14750,1300,3427
14751,131,882
14752,313,5022
14754,915,3177
14755,740,8467
14756,355,34297
14757,747,1792
14758,82,19077
14759,523,1397
14760,278,5572
14761,873,5487
14762,3120,5247
14765,971,12882
14766,320,9412
14767,1741,11072
14770,810,4367
14771,1839,2182
14772,432,7067
14773,264,16037
14774,201,10327
14775,873,20302
14777,75,20397
14778,614,6537
14779,3715,2997
14782,530,8587
14783,425,12142
14784,313,13582
14786,1097,17892
14787,285,667
14788,12,2227
14789,3211,13177
14790,1440,8687
14791,2140,1457
14792,201,7882
14793,3582,1262
14794,1300,8532
14795,404,31252
14796,124,22217
14798,1608,567
14799,1615,28147
14800,1258,5312
14801,75,32507
14802,4513,367
14803,1545,1832
14804,19,2557
14805,82,39267
14806,257,15672
14809,2595,1192
14810,383,692
14811,1111,2002
14812,1986,7362
14814,75,6527
14815,2714,427
14817,957,5642
14818,1468,17087
14819,754,29432
14820,124,19742
14822,1237,21827
14823,2238,6327
14825,593,11462
14826,1230,5172
14827,873,11042
14828,1440,3037
14829,607,5547
14830,1426,3182
14831,264,5047
14832,1104,6912
14833,908,2682
14834,2553,2312
14835,544,1237
14836,320,11812
14837,3120,887
14839,873,26187
14840,1846,3842
14841,264,11957
14842,439,6867
14844,26,12032
14845,3855,4522
14846,2399,967
14847,446,21852
14848,3491,16012
14849,404,18302
14850,3561,1222
14851,271,11752
14852,1293,23432
14854,1391,2297
14855,1153,3612
14856,201,16427
14858,1013,2727
14859,4177,32662
14860,82,13192
14861,1125,7782
14862,1349,237
14863,824,3622
14864,481,18397
14866,957,5857
14867,4324,2052
14869,75,7727
14870,124,14027
14871,2168,417
14872,1531,9507
14873,61,4037
14874,873,6522
14875,26,3292
14878,82,21767
14879,89,8117
14880,26,6217
14881,1895,10672
14883,320,2257
14886,2861,3367
14887,2084,5227
14888,607,9207
14889,4408,1892
14890,208,9562
14891,1139,9207
14892,3190,4707
14893,12,5977
14894,3246,2217
14895,726,12747
14896,2945,2392
14897,572,30722
14898,936,8697
14899,2945,2457
14900,1720,14747
14902,404,35702
14903,2728,887
14905,1958,662
14906,285,4442
14907,306,1897
14908,2602,5057
14909,383,15797
14910,2798,9062
14912,747,13947
14913,75,25262
14914,2441,10272
14915,1013,15327
14918,4289,1197
14919,4688,47
14920,1566,10602
14921,684,6167
14922,82,19472
14923,82,5632
14924,285,33697
14925,404,6482
14928,614,912
14931,1300,5627
14932,320,26452
14933,180,11382
14934,992,337
14936,481,22707
14938,4324,7207
14939,2420,2697
14940,1398,8377
14941,61,47
14942,2714,9532
14943,1055,3962
14946,677,4077
14948,2644,592
14949,684,10407
14950,558,1092
14951,1237,2457
14952,2861,2857
14953,2630,18517
14954,2630,21057
14955,2448,36817
14957,1335,617
14958,649,952
14960,1958,3787
14961,1006,17382
14962,3183,797
14963,208,957
14964,201,2372
14965,404,40432
14966,3925,14317
14967,873,35357
14968,4030,1347
14969,2952,3267
14970,3183,18442
14971,684,5292
14972,404,29897
14973,3841,4757
14975,1916,10532
14976,2987,14087
14977,1349,4622
14978,544,2962
14980,1174,23492
14982,75,1877
14983,1825,13342
14986,810,9847
14987,1804,40347
14988,285,13347
14989,201,14502
14991,397,902
14992,2742,237
14993,383,6422
14995,1125,14932
14996,327,1112
14997,89,5112
14998,131,492
14999,1111,1307
15000,607,6312
15001,719,5447
15002,264,692
15003,362,4717
15005,2679,2017
15006,2203,5387
15007,1734,26912
15008,1475,3082
15009,2959,5817
15010,1132,9837
15011,1531,62
15012,3232,4467
15013,404,11717
15014,3568,15807
15015,1020,5327
15016,2770,5777
15017,3827,417
15018,2882,2007
15020,75,38917
15021,754,11257
15022,1727,28187
15023,327,17067
15024,3498,87
15025,61,20077
15026,1636,6077
15027,3323,6582
15029,936,5062
15030,173,452
15032,341,13207
15034,1146,5657
15035,922,10057
15036,208,20027
15037,1251,4077
15038,201,9247
15039,201,12257
15040,544,2127
15041,82,15882
15043,96,25312
15044,264,1512
15045,2385,4717
15046,2252,452
15047,859,15772
15049,1125,967
15050,873,21467
15052,2644,3912
15053,2756,2632
15054,383,2622
15055,222,5647
15056,75,10607
15057,264,4142
15058,3281,592
15059,306,3297
15061,810,35727
15062,2203,16392
15064,747,43707
15066,3155,522
15068,1426,822
15069,2770,1512
15070,894,4992
15071,1804,13552
15072,3925,5132
15073,327,34362
15074,873,31142
15075,2133,4122
15076,75,2717
15077,201,9917
15079,2889,12962
15080,1804,13912
15081,1587,892
15082,1258,4152
15083,1125,8502
15084,1006,2132
15085,2952,1172
15086,691,427
15087,1636,1392
15088,1853,5187
15089,677,6087
15090,1769,3887
15093,2945,5227
15094,2021,357
15095,1006,5067
15096,3274,12872
15097,908,10572
15099,1174,9212
15100,19,422
15101,873,25117
15102,1202,8267
15103,460,42
15106,467,5667
15107,1622,9672
15108,1727,40017
15109,537,2497
15110,2385,2037
15111,2315,7207
15113,2371,7607
15114,1930,6802
15116,635,5292
15117,2574,1547
15118,824,717
15119,89,917
15120,2189,1227
15121,2301,1727
15123,1006,2732
15124,1944,1707
15125,2924,527
15126,313,6962
15127,75,8942
15128,75,9537
15130,1146,37
15132,1748,2182
15133,2315,1262
15134,1909,1202
15135,3540,5447
15136,873,30522
15137,1055,7367
15138,89,16062
15139,306,10552
15140,1328,8577
15141,3190,3417
15142,4695,967
15143,908,912
15144,1846,357
15145,3652,582
15146,285,4677
15147,3652,47
15148,1895,15517
15149,1909,2947
15152,82,5812
15153,1797,26642
15154,1279,25937
15156,971,4887
15157,40,10672
15158,3085,3217
15159,614,1937
15160,3288,2547
15161,1167,19087
15163,873,24277
15164,82,6232
15165,999,322
15166,894,227
15167,614,5407
15168,2497,8042
15169,89,1522
15171,1825,662
15172,1083,6702
15173,3092,44527
15175,383,5857
15176,222,1307
15177,1041,24417
15178,2140,7232
15179,313,14507
15180,936,19967
15182,1720,12837
15183,537,2502
15184,1720,1327
15186,754,1462
15187,334,4792
15189,3232,187
15190,180,7892
15191,264,12087
15192,75,5107
15193,740,16382
15194,1174,23092
15195,705,2677
15196,299,6337
15197,131,30027
15198,1629,4257
15199,1888,1402
15200,649,3787
15201,453,24002
15202,1419,422
15203,2035,12552
15204,3344,47
15205,2686,2437
15206,2798,4137
15208,1237,6472
15210,278,1092
15211,4625,6062
15213,1426,7927
15215,810,1172
15216,523,4382
15217,1636,10862
15218,4156,23782
15219,922,7827
15220,936,5027
15223,2140,2447
15224,936,15237
15225,1825,967
15227,481,31747
15228,2028,1192
15229,635,22007
15230,1125,12597
15231,271,11242
15232,1832,2057
15234,719,2057
15235,2077,1872
15236,614,7272
15237,1762,82
15238,285,3947
15240,194,122
15241,82,34222
15244,383,912
15245,2826,1262
15247,1804,5107
15248,1251,5327
15249,12,25712
15251,2805,297
15253,3302,8472
15254,537,297
15255,1111,17067
15256,712,3077
15259,264,5607
15260,1202,8172
15262,1349,9902
15263,208,3222
15265,4548,2017
15266,2742,592
15267,600,82
15268,712,17022
15269,887,6122
15270,1132,1547
15271,2875,1967
15273,691,10627
15274,75,39732
15275,1307,2752
15277,2882,927
15278,488,7972
15280,1706,11107
15281,747,1702
15282,2329,5057
15284,271,3507
15285,1055,16092
15286,873,2117
15287,2707,35002
15288,82,33742
15290,1664,4382
15291,1041,10517
15292,1531,7377
15293,19,4187
15294,544,9057
15295,1118,5682
15296,2371,677
15297,159,3777
15298,1524,2112
15299,2917,1002
15300,1083,337
15301,1860,6167
15302,278,6902
15303,1895,8357
15304,180,4187
15305,3197,15672
15306,3519,1007
15307,2294,417
15308,75,4417
15310,201,29712
15311,2651,1597
15312,383,11242
15313,1888,6702
15315,19,24477
15316,3596,5897
15317,740,13532
15318,1426,7067
15319,1125,5447
15320,320,11077
15321,964,2207
15322,82,1647
15323,747,11252
15324,2378,1182
15325,1650,6692
15326,1811,6217
15329,1496,1967
15330,2868,14917
15331,12,1282
15333,4177,6987
15334,383,8507
15335,439,3452
15336,3519,14577
15337,1734,32202
15338,1853,31962
15339,1986,10452
15340,2875,892
15341,502,1307
15343,1615,5227
15344,1041,10057
15345,957,3462
15346,1951,17792
15347,320,3902
15348,96,17432
15349,894,2032
15350,3540,4692
15352,180,16587
15353,2476,1302
15354,1398,1502
15355,558,4262
15356,3729,2797
15357,1027,6407
15358,1909,9837
15359,222,19757
15360,1405,20632
15361,12,3017
15362,75,17477
15363,1734,20867
15365,397,2947
15366,957,5767
15367,4380,16437
15368,271,13052
15373,3407,1837
15374,936,27322
15375,4660,2667
15376,3519,427
15377,2728,337
15378,1475,2442
15379,397,2137
15382,306,4427
15383,1034,25552
15384,1076,18032
15385,2665,647
15386,3561,457
15387,1160,2202
15388,2770,1452
15389,194,28397
15390,26,6342
15391,1692,11237
15392,194,18382
15393,3127,26762
15395,320,17382
15396,1069,47
15397,82,22877
15398,3288,6277
15399,1006,12392
15400,75,14817
15401,3337,1472
15402,1958,102
15403,1237,9822
15404,2574,1532
15405,1258,6897
15406,2525,16992
15407,747,11587
15408,810,11032
15409,2455,22597
15410,1846,2012
15412,1111,10517
15413,817,5837
15414,1125,12857
15415,2448,5067
15416,1174,12817
15417,2112,207
15419,1909,3957
15420,3743,717
15421,2917,1702
15422,257,2017
15423,502,4447
15425,2287,10047
15427,82,33787
15429,362,5227
15430,236,967
15431,1426,27667
15432,2742,4352
15434,1538,2277
15435,1489,8762
15436,4261,127
15438,2287,11657
15439,110,29122
15441,439,15412
15443,61,1347
15444,82,6492
15445,1650,13472
15447,271,417
15448,635,7822
15450,166,4167
15451,866,1192
15452,96,21812
15453,1741,2562
15455,3232,3082
15456,2392,2182
15457,75,23477
15459,75,11232
15460,1006,927
15462,1734,26587
15463,2945,6562
15464,348,15652
15465,2798,1892
15466,404,5767
15467,96,17572
15468,152,3057
15469,4625,4677
15470,278,102
15471,320,8417
15472,2294,332
15474,82,23607
15475,523,887
15476,1713,332
15477,985,2822
15478,208,7802
15480,75,11937
15481,1517,23392
15482,1706,1952
15483,3036,6827
15484,54,14442
15485,82,21762
15486,3274,822
15487,908,1497
15488,4513,7892
15490,1286,29027
15494,936,3077
15495,103,4677
15496,264,24867
15498,1559,882
15499,530,37
15500,383,19317
15501,481,18902
15502,425,1197
15503,89,6952
15504,1608,10052
15505,2098,2017
15506,1251,237
15507,3036,29422
15508,1790,547
15510,873,9282
15511,2455,10297
15512,180,2882
15513,3246,1402
15514,957,32392
15515,1426,742
15516,2007,1667
15517,194,947
15518,2448,1852
15519,1706,5107
15521,383,34672
15522,705,3497
15523,1055,6162
15524,12,1002
15525,271,27182
15526,12,4307
15527,264,5692
15529,222,8287
15530,201,2887
15531,3260,202
15533,2462,152
15534,222,29852
15535,936,6222
15536,3911,1127
15537,383,16717
15538,1090,172
15539,383,1762
15540,600,26642
15541,404,32672
15542,2770,5982
15544,404,17752
15545,264,4082
15546,2259,187
15547,922,17832
15548,481,16392
15550,208,17892
15552,1125,13932
15553,1279,1677
15554,383,27
15555,1790,9782
15559,397,11392
15560,1069,502
15561,1776,11652
15562,1006,9082
15563,1790,26347
15564,1706,4407
15566,964,4372
15567,320,457
15569,873,20547
15570,873,847
15571,4695,592
15573,439,28842
15574,761,7537
15575,635,877
15576,12,26717
15578,117,3992
15580,2917,2107
15581,75,6232
15582,26,5447
15583,271,7207
15584,68,52
15585,348,7837
15586,285,7462
15587,19,47
15588,145,5612
15589,3946,1832
15591,719,1197
15592,537,572
15593,3554,3962
15594,1111,16527
15596,75,15962
15597,3512,1612
15598,2756,4317
15599,3176,9892
15601,3540,1232
15602,404,1962
15604,1902,532
15605,4394,2297
15606,12,21957
15607,89,692
15608,1006,1532
15609,502,1297
15610,740,717
15611,4345,1247
15612,89,30802
15613,124,7767
15614,2833,442
15615,3190,11417
15616,747,2572
15617,390,26457
15618,1083,32
15619,1748,592
15621,1104,5327
15623,348,6562
15624,2301,1397
15629,320,1032
15631,4121,1462
15632,1790,8447
15633,1573,19982
15634,2490,8492
15635,2721,722
15636,761,5237
15638,2868,172
15640,82,14862
15641,1426,9502
15642,75,42
15643,712,7932
15644,383,16452
15647,383,5112
15648,2077,3262
15649,481,15337
15650,1083,4522
15651,1076,4582
15652,4359,13047
15653,1909,23977
15654,2910,1547
15655,1125,10242
15656,19,2947
15657,1132,1402
15658,2595,1877
15659,481,2992
15660,516,237
15661,124,14687
15662,3932,3177
15663,677,5967
15664,1615,4367
15665,1524,8397
15666,1244,10237
15667,2049,5387
15669,61,7607
15670,3617,887
15671,61,3627
15672,1825,4382
15673,2364,23897
15674,12,752
15675,3246,3057
15676,908,5962
15677,1692,10242
15678,1524,3397
15679,1692,7207
15680,712,7762
15683,635,26597
15685,1398,4582
15686,96,642
15687,12,4107
15688,656,3787
15689,2315,25427
15690,306,35812
15691,264,3467
15692,2735,342
15693,747,2217
15694,75,4677
15695,481,6167
15696,761,2837
15697,866,112
15699,306,4502
15700,320,33977
15701,740,9987
15702,1426,522
15706,229,6812
15707,1986,13322
15708,194,3787
15711,201,10047
15712,530,11722
15713,3666,7582
15714,705,1672
15715,271,10072
15716,1748,2227
15717,1685,20707
15718,873,5917
15719,3078,3622
