movie,income,g1,g2,g3,g4,g5,g6
11037,10293971,Action,,,,,
11042,5912368,Action,Drama,Thriller,,,
11047,1539958,Action,Comedy,,,,
11052,1109347,Action,,,,,
11057,4786493,Drama,,,,,
11062,183107,Comedy,,,,,
11067,3831105,Action,Drama,,,,
11072,4719562,Action,,,,,
11077,1211027,Comedy,,,,,
11082,1228468,,,,,,
11087,1473461,,,,,,
11092,59783,Action,,,,,
11097,3944788,Action,,,,,
11102,8807663,Drama,,,,,
11107,4297150,Comedy,,,,,
11112,483037,Comedy,,,,,
11117,6339569,Comedy,,,,,
11122,8936130,Comedy,Drama,,,,
11127,2394351,Comedy,,,,,
11132,13661435,Drama,,,,,
11137,3517124,Action,,,,,
11142,3904437,Comedy,,,,,
11147,1118489,Comedy,,,,,
11152,7277763,Drama,,,,,
11157,17413155,,,,,,
11162,1381711,Comedy,,,,,
11167,2236540,Comedy,,,,,
11172,1003486,Action,Drama,IMAX,,,
11177,4836404,Comedy,Drama,,,,
11182,2122968,Drama,Thriller,,,,
11187,4740799,Comedy,,,,,
11192,709726,Comedy,,,,,
11197,2316747,Horror,Thriller,,,,
11202,11859475,Comedy,,,,,
11207,3609790,Comedy,Drama,,,,
11212,7242083,Comedy,Drama,,,,
11217,395467,Action,Thriller,,,,
11222,1461195,Comedy,,,,,
11227,928317,Comedy,,,,,
11232,5160248,Action,Drama,,,,
11237,7815787,Thriller,,,,,
11242,6189544,,,,,,
11247,8936942,Comedy,Drama,,,,
11252,14501453,Drama,Thriller,,,,
11257,1299381,Drama,,,,,
11262,4406098,Drama,,,,,
11267,403988,Comedy,,,,,
11272,6741675,Drama,,,,,
11277,5042474,Comedy,Drama,,,,
11282,16788254,Drama,,,,,
11287,42007464,Action,,,,,
11292,1404753,Drama,Thriller,,,,
11297,14028640,Comedy,Drama,,,,
11302,2737015,Drama,,,,,
11307,2749888,Horror,,,,,
11312,71231,Drama,,,,,
11317,3972139,Action,,,,,
11322,3413249,Comedy,,,,,
11327,6001106,Comedy,,,,,
11332,358826,Action,Thriller,,,,
11337,460916,Drama,Horror,Thriller,,,
11342,10070847,Action,Thriller,,,,
11347,7666187,,,,,,
11352,56577,Action,Thriller,,,,
11357,10572594,Drama,,,,,
11362,4177694,Comedy,,,,,
11367,510214,Comedy,Horror,,,,
11372,2552441,Drama,,,,,
11377,5140652,Drama,Thriller,,,,
11382,4132942,Comedy,Drama,,,,
11387,9742204,Drama,,,,,
11392,1395113,,,,,,
11397,440646,Drama,,,,,
11402,610703,Horror,Thriller,,,,
11407,2689727,Comedy,,,,,
11412,13527915,Drama,,,,,
11417,5386262,Comedy,Drama,,,,
11422,172933,Comedy,,,,,
11427,4472691,,,,,,
11432,976274,Drama,Thriller,,,,
11437,1764643,Comedy,,,,,
11442,10247525,Drama,,,,,
11447,732177,Horror,,,,,
11452,15944660,Drama,,,,,
11457,9853518,Drama,,,,,
11462,1784589,Drama,Thriller,,,,
11467,2735392,Drama,,,,,
11472,2531100,Action,Thriller,,,,
11477,7693369,Drama,Thriller,,,,
11482,5160637,Action,Comedy,IMAX,,,
11487,8487780,,,,,,
11492,3326732,,,,,,
11497,2002481,Action,Drama,,,,
11502,5463653,Comedy,Drama,,,,
11507,6333441,Comedy,Thriller,,,,
11512,6007055,Drama,Thriller,,,,
11517,1587324,Comedy,Drama,,,,
11522,3674351,Comedy,Horror,Thriller,,,
11527,20059263,Comedy,Drama,,,,
11532,1525537,,,,,,
11537,3361509,Action,Comedy,,,,
11542,2485531,Drama,,,,,
11547,2867274,Comedy,Drama,,,,
11552,1239300,Action,Drama,Thriller,,,
11557,10269756,Drama,,,,,
11562,310737,Comedy,,,,,
11567,852141,Horror,Thriller,,,,
11572,1884894,Action,Thriller,,,,
11577,4865969,Comedy,,,,,
11582,1486322,Thriller,,,,,
11587,6727511,Horror,Thriller,,,,
11592,2258783,Action,,,,,
11597,3176996,Action,Comedy,,,,
11602,3370287,Action,Thriller,,,,
11607,16920351,Drama,Thriller,,,,
11612,6340053,Drama,,,,,
11617,4042639,Comedy,,,,,
11622,2959460,Comedy,Drama,,,,
11627,3423047,Drama,,,,,
11632,10513276,Drama,,,,,
11637,1367519,Horror,,,,,
11642,2312339,Comedy,,,,,
11647,4994895,Action,IMAX,,,,
11652,5198451,Comedy,,,,,
11657,6331861,Comedy,Drama,,,,
11662,11514568,Comedy,Drama,,,,
11667,2624310,Drama,Thriller,,,,
11672,4555095,Action,Thriller,,,,
11677,1573239,Action,Comedy,Drama,,,
11682,1377473,,,,,,
11687,9738849,Action,Thriller,,,,
11692,6389961,Thriller,,,,,
11697,4085621,Drama,,,,,
11702,527245,Action,,,,,
11707,950227,Action,Thriller,,,,
11712,552555,Comedy,Drama,,,,
11717,11622770,Drama,,,,,
11722,3242823,Action,Thriller,,,,
11727,1345638,Drama,Horror,Thriller,,,
11732,3439532,Drama,,,,,
11737,13740456,Comedy,Drama,,,,
11742,488156,Comedy,,,,,
11747,1853615,Comedy,,,,,
11752,2419195,Comedy,,,,,
11757,4692793,Action,Thriller,,,,
11762,1722690,,,,,,
11767,1313188,Drama,,,,,
11772,8448576,Action,Drama,,,,
11777,8173904,Drama,,,,,
11782,463332,Thriller,,,,,
11787,1945355,Action,Comedy,Thriller,,,
11792,3445259,Drama,,,,,
11797,864620,Comedy,,,,,
11802,7933043,Drama,,,,,
11807,7277283,Comedy,Drama,,,,
11812,10641169,Drama,Thriller,,,,
11817,35777210,,,,,,
11822,13100062,,,,,,
11827,4831457,Drama,,,,,
11832,5370466,Action,Comedy,Drama,,,
11837,829952,Comedy,,,,,
11842,1399372,Action,Comedy,IMAX,,,
11847,30577002,Comedy,,,,,
11852,5779116,Drama,,,,,
11857,936970,Action,Thriller,,,,
11862,1902651,Action,Comedy,Thriller,,,
11867,9487979,Comedy,Drama,,,,
11872,66129,Horror,,,,,
11877,9487293,Thriller,,,,,
11882,1809258,Comedy,,,,,
11887,2698898,Action,Thriller,,,,
11892,4426756,Comedy,Drama,,,,
11897,23621217,Drama,,,,,
11902,504485,Action,Horror,Thriller,,,
11907,2633776,Drama,,,,,
11912,1146719,Drama,,,,,
11917,4446457,Comedy,Horror,,,,
11922,24323763,Comedy,Drama,,,,
11927,1179993,Drama,,,,,
11932,5055887,Comedy,,,,,
11937,3710808,Comedy,,,,,
11942,10180110,Comedy,,,,,
11947,1024464,Comedy,,,,,
11952,20529805,Drama,,,,,
11957,8966177,Drama,,,,,
11962,143621,Action,Thriller,,,,
11967,257168,Horror,Thriller,,,,
11972,180390,Comedy,,,,,
11977,881541,Drama,,,,,
11982,4381399,Drama,,,,,
11987,554340,Action,Drama,,,,
11992,1231764,Action,Drama,,,,
11997,656190,Action,,,,,
12002,416215,Comedy,,,,,
12007,2057130,Comedy,,,,,
12012,2488705,Comedy,,,,,
12017,1422543,Action,Drama,,,,
12022,1421523,Action,Comedy,,,,
12027,1627750,Drama,,,,,
12032,11267019,,,,,,
12037,4412191,Action,Comedy,Drama,,,
12042,22240693,Drama,,,,,
12047,5274760,Action,Drama,Thriller,,,
12052,463174,Horror,Thriller,,,,
12057,786032,Action,,,,,
12062,1606040,Drama,,,,,
12067,2768785,Thriller,,,,,
12072,1417312,Comedy,,,,,
12077,1863868,Drama,,,,,
12082,10274152,Drama,,,,,
12087,9987299,Drama,Thriller,,,,
12092,4848372,Thriller,,,,,
12097,5602038,Drama,,,,,
12102,2226802,Drama,Horror,Thriller,,,
12107,6277621,Comedy,Drama,,,,
12112,2508811,Horror,Thriller,,,,
12117,3505564,Action,Drama,,,,
12122,6615143,Comedy,,,,,
12127,2328023,Action,Comedy,,,,
12132,4014261,Drama,,,,,
12137,65198718,Thriller,,,,,
12142,5872518,Comedy,,,,,
12147,6031174,Comedy,,,,,
12152,25942756,Comedy,Drama,,,,
12157,3566696,Comedy,,,,,
12162,5235246,Action,Comedy,,,,
12167,1728823,Comedy,,,,,
12172,10692672,Thriller,,,,,
12177,484195,Action,Thriller,,,,
12182,2382771,Comedy,,,,,
12187,1477438,Drama,,,,,
12192,1420897,Comedy,Horror,,,,
12197,1527250,Comedy,,,,,
12202,1792618,Drama,,,,,
12207,6765148,Drama,,,,,
12212,768293,Action,Comedy,,,,
12217,9223018,Comedy,,,,,
12222,3543288,Comedy,Drama,,,,
12227,1707486,Horror,Thriller,,,,
12232,175481,Action,Comedy,,,,
12237,1629977,Drama,,,,,
12242,51820220,Comedy,,,,,
12247,1977212,Action,Drama,Thriller,,,
12252,1305609,Action,Comedy,,,,
12257,1096462,,,,,,
12262,44112343,Drama,,,,,
12267,13571792,Comedy,,,,,
12272,3419475,Comedy,,,,,
12277,10043850,Drama,,,,,
12282,15840821,Thriller,,,,,
12287,4830109,Comedy,,,,,
12292,857475,Comedy,,,,,
12297,2239677,Comedy,,,,,
12302,3441196,Action,Drama,,,,
12307,1417154,Drama,,,,,
12312,9817714,Drama,Thriller,,,,
12317,1786874,Comedy,Drama,,,,
12322,5269484,Drama,,,,,
12327,2308511,Action,Thriller,,,,
12332,225651,Horror,,,,,
12337,1499155,Comedy,Drama,,,,
12342,1982303,Comedy,Drama,Thriller,,,
12347,1145977,Comedy,,,,,
12352,3963120,,,,,,
12357,2531863,Drama,,,,,
12362,2760377,Comedy,Drama,,,,
12367,4432312,Drama,,,,,
12372,9564418,,,,,,
12377,8863170,Drama,Thriller,,,,
12382,1252299,Action,Comedy,,,,
12387,2625024,,,,,,
12392,6353811,Comedy,Drama,,,,
12397,1776655,Comedy,,,,,
12402,1028685,Comedy,,,,,
12407,2346867,Horror,Thriller,,,,
12412,11157213,Comedy,Horror,Thriller,,,
12417,967884,Drama,Thriller,,,,
12422,600269,Comedy,,,,,
12427,6374929,Drama,,,,,
12432,3912446,Comedy,,,,,
12437,4402812,Action,Comedy,Drama,,,
12442,6686526,Action,Drama,Thriller,,,
12447,2721098,Comedy,,,,,
12452,2093578,Comedy,Western,,,,
12457,6372479,Thriller,,,,,
12462,1341897,Comedy,,,,,
12467,859941,,,,,,
12472,2465437,Drama,,,,,
12477,2805153,,,,,,
12482,2832732,Action,Comedy,,,,
12487,1245257,Thriller,,,,,
12492,1654098,Comedy,Drama,,,,
12497,689057,Comedy,,,,,
12502,943229,Comedy,Drama,,,,
12507,732287,Action,Comedy,,,,
12512,2184934,Drama,,,,,
12517,6638335,Action,Comedy,,,,
12522,13300241,Drama,,,,,
12527,823587,Comedy,,,,,
12532,7267809,Drama,,,,,
12537,2368227,Drama,,,,,
12542,2306556,Action,Thriller,,,,
12547,1484156,Drama,Thriller,,,,
12552,7168417,Drama,,,,,
12557,3355914,Drama,,,,,
12562,6479687,Comedy,,,,,
12567,830102,Action,Comedy,,,,
12572,15500484,Comedy,,,,,
12577,2400992,Action,,,,,
12582,547970,,,,,,
12587,3431160,Drama,Horror,Thriller,,,
12592,4456673,Action,Comedy,,,,
12597,14697541,Drama,,,,,
12602,1782564,Drama,Western,,,,
12607,59987,Comedy,,,,,
12612,3465065,Comedy,Drama,,,,
12617,3401359,Comedy,Horror,,,,
12622,2468436,,,,,,
12627,4212318,Action,Thriller,,,,
12632,2745248,Action,,,,,
12637,5711275,Comedy,,,,,
12642,1748640,Horror,Thriller,,,,
12647,2856703,Comedy,Horror,Thriller,,,
12652,5085046,Drama,,,,,
12657,1840153,Drama,,,,,
12662,9318926,Drama,,,,,
12667,156208,Comedy,,,,,
12672,6604599,Comedy,,,,,
12677,7314627,Drama,,,,,
12682,6658404,Horror,Thriller,,,,
12687,6545196,Drama,,,,,
12692,3650361,Comedy,,,,,
12697,3979356,Comedy,Drama,,,,
12702,2908660,,,,,,
12707,2398378,Comedy,,,,,
12712,11419345,,,,,,
12717,1836504,Drama,,,,,
12722,9009421,Comedy,,,,,
12727,28880574,Drama,,,,,
12732,843011,Action,Drama,,,,
12737,5630262,,,,,,
12742,23589814,Horror,Thriller,,,,
12747,6090254,Comedy,Drama,,,,
12752,2855081,Comedy,,,,,
12757,1161764,Comedy,Drama,,,,
12762,5061636,Horror,Thriller,,,,
12767,5974581,Action,Drama,,,,
12772,8056933,Drama,,,,,
12777,282427,,,,,,
12782,19511918,Action,Drama,Western,,,
12787,2853221,Horror,Thriller,,,,
12792,2546055,Comedy,,,,,
12797,1557496,Drama,,,,,
12802,274096,Horror,,,,,
12807,9154235,,,,,,
12812,1768700,Thriller,,,,,
12817,2086794,Drama,,,,,
12822,5197642,Thriller,,,,,
12827,1445965,Comedy,,,,,
12832,8816291,IMAX,,,,,
12837,5532979,Action,Drama,,,,
12842,4011909,Drama,,,,,
12847,9145934,Horror,Thriller,,,,
12852,975926,Action,Comedy,,,,
12857,3562763,Drama,Thriller,,,,
12862,3257064,Action,,,,,
12867,246552,Action,Comedy,,,,
12872,2752663,Comedy,,,,,
12877,533184,Comedy,,,,,
12882,6310189,Action,,,,,
12887,16227757,Drama,,,,,
12892,1592044,Drama,Thriller,,,,
12897,22940603,Drama,,,,,
12902,69803,Drama,,,,,
12907,8404139,Drama,,,,,
12912,4314279,Action,Thriller,,,,
12917,2930165,Drama,,,,,
12922,23111951,Comedy,Drama,,,,
12927,6450788,Drama,Thriller,,,,
12932,4576311,Comedy,,,,,
12937,2647888,Drama,Thriller,,,,
12942,1565177,,,,,,
12947,6584111,Drama,,,,,
12952,3790603,Drama,,,,,
12957,28890572,Drama,,,,,
12962,11950590,,,,,,
12967,391436,Drama,,,,,
12972,160609,Drama,,,,,
12977,4587141,Thriller,,,,,
12982,1624057,Comedy,,,,,
12987,1469808,Thriller,,,,,
12992,2297881,Horror,Thriller,,,,
12997,1378443,Comedy,,,,,
13002,192530,Comedy,,,,,
13007,4262127,,,,,,
13012,2950876,Action,Thriller,,,,
13017,1255983,Action,IMAX,,,,
13022,5101253,Comedy,,,,,
13027,1832273,Comedy,,,,,
13032,1252946,Action,Thriller,,,,
13037,8286195,Comedy,Drama,,,,
13042,912682,Comedy,,,,,
13047,7279419,Action,Drama,Thriller,,,
13052,6749965,Comedy,Drama,,,,
13057,796245,Comedy,Western,,,,
13062,14402661,Drama,,,,,
13067,3354462,Comedy,,,,,
13072,2445431,Drama,Thriller,,,,
13077,127367,Horror,Thriller,,,,
13082,190049,Action,Comedy,,,,
13087,1656820,Action,,,,,
13092,2600888,Action,Comedy,,,,
13097,3189474,Drama,Thriller,,,,
13102,4349252,Comedy,Drama,,,,
13107,35017747,Comedy,,,,,
13112,2532678,Drama,,,,,
13117,1433230,Drama,,,,,
13122,5838558,Drama,,,,,
13127,10100588,Drama,,,,,
13132,12346718,,,,,,
13137,5220482,Comedy,,,,,
13142,1983546,Action,,,,,
13147,21494935,Drama,,,,,
13152,2288467,Comedy,Drama,,,,
13157,2518555,Comedy,,,,,
13162,1059211,Drama,,,,,
13167,2716282,Drama,,,,,
13172,4223239,Drama,Thriller,,,,
13177,486090,Comedy,,,,,
13182,37171202,Comedy,Drama,,,,
13187,1131875,Drama,,,,,
13192,3930532,Drama,,,,,
13197,405078,Action,Comedy,Thriller,IMAX,,
13202,4458828,Drama,,,,,
13207,1979434,Comedy,,,,,
13212,2094341,Drama,,,,,
13217,10394705,Comedy,,,,,
13222,7455414,Drama,,,,,
13227,631338,Comedy,,,,,
13232,1637280,Comedy,Drama,,,,
13237,1897949,Comedy,Drama,,,,
13242,2399273,Thriller,,,,,
13247,5175019,Drama,,,,,
13252,3456586,Comedy,Drama,,,,
13257,11456669,Drama,,,,,
13262,658104,Action,Comedy,,,,
13267,3803596,,,,,,
13272,3616869,Comedy,Drama,,,,
13277,11595146,Action,Drama,,,,
13282,2202099,Drama,Thriller,,,,
13287,4715627,,,,,,
13292,2871280,Action,Comedy,Drama,Thriller,,
13297,278978,Comedy,,,,,
13302,537924,,,,,,
13307,162833,Drama,,,,,
13312,5655681,Drama,,,,,
13317,7602562,Drama,,,,,
13322,19677198,Comedy,,,,,
13327,25287,,,,,,
13332,2403280,Action,Drama,Thriller,,,
13337,10277723,Drama,,,,,
13342,4222210,Drama,Western,,,,
13347,18304756,Drama,Thriller,,,,
13352,7488923,,,,,,
13357,3722924,Comedy,,,,,
13362,485025,Action,Thriller,,,,
13367,12380161,Comedy,Drama,,,,
13372,672778,Comedy,,,,,
13377,9904382,Drama,,,,,
13382,14345608,,,,,,
13387,1047377,Action,Horror,,,,
13392,5483564,Drama,,,,,
13397,2045687,Drama,,,,,
13402,35252755,Drama,,,,,
13407,7880570,Drama,,,,,
13412,441191,Action,,,,,
13417,1028886,Action,,,,,
13422,1295594,Comedy,Drama,,,,
13427,6533844,Action,Comedy,,,,
13432,1648734,Action,Comedy,,,,
13437,7324166,Comedy,,,,,
13442,36930624,Comedy,,,,,
13447,1322718,,,,,,
13452,6897676,,,,,,
13457,1507327,Comedy,,,,,
13462,14770797,Comedy,,,,,
13467,5646333,,,,,,
13472,1527704,Comedy,Horror,,,,
13477,4830309,Comedy,Horror,,,,
13482,1977319,Horror,Thriller,,,,
13487,11761265,Horror,,,,,
13492,5795455,Comedy,Drama,,,,
13497,2703225,Drama,,,,,
13502,18887837,Comedy,,,,,
13507,19320814,Drama,Thriller,,,,
13512,2194196,Drama,,,,,
13517,2234616,Comedy,,,,,
13522,2941495,Drama,Thriller,,,,
13527,3026130,Drama,,,,,
13532,16784901,Drama,,,,,
13537,4422386,Action,Comedy,,,,
13542,1663892,Drama,,,,,
13547,2889956,Horror,Thriller,,,,
13552,4147852,Drama,,,,,
13557,6223906,Drama,Thriller,,,,
13562,1796930,Action,Thriller,,,,
13567,6481945,Comedy,,,,,
13572,2184734,Action,,,,,
13577,22179471,Drama,,,,,
13582,3965163,Drama,Thriller,,,,
13587,8650046,Comedy,Drama,,,,
13592,2757384,Comedy,,,,,
13597,11130790,Comedy,,,,,
13602,10575231,Drama,,,,,
13607,1901355,Comedy,,,,,
13612,3974974,,,,,,
13617,7170025,Action,IMAX,,,,
13622,309377,Drama,,,,,
13627,300909,Drama,,,,,
13632,40970,Action,Thriller,,,,
13637,1951829,Comedy,,,,,
13642,1197045,Comedy,,,,,
13647,3361345,Comedy,Drama,Horror,,,
13652,565047,,,,,,
13657,5910967,Comedy,,,,,
13662,922157,Action,Comedy,,,,
13667,266819,Comedy,,,,,
13672,1590758,Action,Drama,,,,
13677,1739462,Comedy,Drama,,,,
13682,1288403,Thriller,,,,,
13687,11366544,Comedy,,,,,
13692,169121,Action,Drama,Thriller,,,
13697,4866266,Action,Drama,Thriller,,,
13702,6612580,Drama,,,,,
13707,295580,Action,Thriller,,,,
13712,4386004,Comedy,Thriller,,,,
13717,1490663,Drama,,,,,
13722,1541625,Action,Drama,,,,
13727,2603535,Comedy,Drama,,,,
13732,10543304,Drama,,,,,
13737,6480819,Comedy,,,,,
13742,11814087,Drama,,,,,
13747,16999329,Horror,,,,,
13752,6136914,Thriller,,,,,
13757,27373,Action,,,,,
13762,15407731,Drama,,,,,
13767,432343,,,,,,
13772,31562192,Comedy,Drama,,,,
13777,1554604,,,,,,
13782,1100773,Drama,,,,,
13787,2596817,Comedy,Drama,,,,
13792,8100634,Drama,,,,,
13797,1218227,Comedy,Drama,,,,
13802,1254182,Horror,Thriller,,,,
13807,1438456,Comedy,Drama,IMAX,,,
13812,2838458,Drama,,,,,
13817,1138812,Action,Horror,Thriller,,,
13822,728066,Comedy,,,,,
13827,1898803,,,,,,
13832,682417,Drama,Thriller,,,,
13837,2221681,Drama,Horror,Thriller,,,
13842,8762740,Comedy,,,,,
13847,58839424,Thriller,,,,,
13852,1316793,Comedy,Drama,,,,
13857,11634913,Comedy,,,,,
13862,435678,Comedy,Drama,,,,
13867,14985160,Drama,Thriller,,,,
13872,1223222,Comedy,Drama,,,,
13877,4383951,Action,Drama,,,,
13882,1928026,Comedy,,,,,
13887,2380717,Drama,,,,,
13892,2603903,Comedy,,,,,
13897,1005822,Comedy,,,,,
13902,1754143,,,,,,
13907,1872587,Action,Drama,,,,
13912,1362472,Action,Drama,Thriller,,,
13917,4869745,Thriller,,,,,
13922,557080,Thriller,,,,,
13927,4779181,Comedy,,,,,
13932,7274489,Drama,,,,,
13937,1251119,Comedy,,,,,
13942,1353918,Action,,,,,
13947,2745492,Comedy,,,,,
13952,40064,Horror,,,,,
13957,17828466,Drama,,,,,
13962,4263952,Action,Comedy,,,,
13967,8010197,Drama,Thriller,,,,
13972,4218762,Drama,,,,,
13977,3519067,Comedy,,,,,
13982,10316848,Drama,,,,,
13987,5007297,Comedy,Drama,,,,
13992,72043,Comedy,,,,,
13997,2543856,Comedy,,,,,
14002,1117556,Action,,,,,
14007,7161929,Drama,,,,,
14012,751713,Comedy,,,,,
14017,2199110,,,,,,
14022,13287689,Drama,Horror,,,,
14027,828044,Action,Thriller,,,,
14032,11055497,Drama,Thriller,,,,
14037,7784131,Comedy,,,,,
14042,2592184,Comedy,,,,,
14047,16715649,Drama,,,,,
14052,3019244,Comedy,Drama,,,,
14057,3668899,Drama,,,,,
14062,4358592,,,,,,
14067,4689398,Comedy,Drama,,,,
14072,6240509,Comedy,,,,,
14077,5120492,Comedy,,,,,
14082,421924,Action,Drama,Thriller,,,
14087,8574739,Action,Thriller,,,,
14092,15009087,Drama,,,,,
14097,621187,Horror,Thriller,,,,
14102,17264069,Drama,,,,,
14107,1179003,Comedy,Drama,,,,
14112,7327066,Drama,,,,,
14117,5258719,Action,IMAX,,,,
14122,1343848,Comedy,,,,,
14127,3680511,Drama,,,,,
14132,4629307,Drama,,,,,
14137,2653071,Action,Drama,Thriller,,,
14142,21450440,Comedy,Drama,,,,
14147,1899408,Comedy,Horror,,,,
14152,35167688,Drama,,,,,
14157,9236518,Drama,,,,,
14162,1670667,Drama,,,,,
14167,3668392,Drama,Horror,,,,
14172,4195910,Comedy,Western,,,,
14177,4970620,Drama,,,,,
14182,2132058,Comedy,,,,,
14187,421983,Drama,,,,,
14192,819119,Drama,Thriller,,,,
14197,2847826,Action,Thriller,,,,
14202,1434330,,,,,,
14207,4881706,Action,,,,,
14212,11264065,Action,Comedy,,,,
14217,4285396,Comedy,Drama,,,,
14222,546856,,,,,,
14227,7528444,,,,,,
14232,869494,Action,Comedy,,,,
14237,856554,Action,IMAX,,,,
14242,24328209,Drama,,,,,
14247,4642581,Drama,,,,,
14252,26133613,Comedy,,,,,
14257,7650166,Drama,,,,,
14262,1703439,Comedy,,,,,
14267,10819193,Action,Comedy,Horror,,,
14272,1838051,Comedy,Drama,,,,
14277,1109898,Comedy,Drama,,,,
14282,541691,Action,Drama,,,,
14287,7365687,Comedy,Drama,,,,
14292,4682776,Drama,,,,,
14297,441424,Action,Drama,,,,
14302,2299729,Drama,,,,,
14307,1596719,,,,,,
14312,3183079,Action,,,,,
14317,18546810,Drama,,,,,
14322,8736414,Drama,Thriller,,,,
14327,2991334,Drama,,,,,
14332,4799036,Horror,Thriller,,,,
14337,2158285,Comedy,,,,,
14342,2259456,Comedy,,,,,
14347,9098758,Comedy,,,,,
14352,1157748,Comedy,,,,,
14357,2561513,Comedy,,,,,
14362,4405759,Drama,,,,,
14367,4725340,Drama,Horror,,,,
14372,1266450,Action,Thriller,,,,
14377,13150516,Comedy,Drama,,,,
14382,3621842,Comedy,Drama,,,,
14387,14396056,Drama,,,,,
14392,592046,Drama,Horror,Thriller,,,
14397,1449368,Comedy,,,,,
14402,2447093,Drama,,,,,
14407,2929658,Action,Thriller,IMAX,,,
14412,671165,Comedy,Drama,,,,
14417,4728592,Action,Thriller,,,,
14422,7966655,Drama,,,,,
14427,1216582,Drama,Thriller,,,,
14432,1185690,Comedy,,,,,
14437,594305,Comedy,Drama,,,,
14442,9287577,Action,Comedy,,,,
14447,1922645,Drama,,,,,
14452,16578166,Horror,,,,,
14457,73456,Comedy,Drama,,,,
14462,848914,Drama,,,,,
14467,2135294,Comedy,Horror,,,,
14472,3886783,Action,Drama,Thriller,,,
14477,1037368,,,,,,
14482,177625,Comedy,,,,,
14487,8115673,Drama,Horror,Thriller,,,
14492,737900,Action,Comedy,,,,
14497,2267195,Horror,,,,,
14502,1656281,Drama,IMAX,,,,
14507,8627878,Drama,,,,,
14512,4359485,Drama,,,,,
14517,4339372,Action,Drama,Thriller,,,
14522,13747573,Drama,,,,,
14527,60981,Comedy,Drama,,,,
14532,5683286,Drama,,,,,
14537,1319633,Drama,,,,,
14542,6406681,Comedy,Drama,,,,
14547,7537924,Drama,,,,,
14552,3675812,Western,,,,,
14557,335577,Drama,,,,,
14562,312866,Comedy,,,,,
14567,3488100,Drama,,,,,
14572,3439940,Comedy,Drama,,,,
14577,4440064,Drama,Thriller,,,,
14582,479138,Comedy,,,,,
14587,4178639,Drama,,,,,
14592,1709485,Comedy,,,,,
14597,523345,Drama,,,,,
14602,1423820,Action,,,,,
14607,627756,IMAX,,,,,
14612,9449652,Action,Comedy,Thriller,,,
14617,12655173,Drama,,,,,
14622,7471295,,,,,,
14627,3643456,Drama,,,,,
14632,1595848,Action,,,,,
14637,1260502,Comedy,,,,,
14642,3673072,Action,Comedy,,,,
14647,3182835,Action,IMAX,,,,
14652,11696958,Action,Drama,Western,,,
14657,5585369,Action,Horror,Thriller,,,
14662,2531037,Comedy,Horror,,,,
14667,4152210,Drama,,,,,
14672,2545337,Comedy,Drama,,,,
14677,10245092,Comedy,Drama,,,,
14682,932070,Horror,Thriller,,,,
14687,3136212,Action,Drama,,,,
14692,1015954,Drama,,,,,
14697,5980553,Comedy,Horror,Thriller,,,
14702,4317147,Thriller,,,,,
14707,632288,Comedy,,,,,
14712,5621771,Drama,Thriller,,,,
14717,5083518,,,,,,
14722,633077,Comedy,,,,,
14727,2351451,Comedy,,,,,
14732,11259591,Drama,,,,,
14737,1188547,Action,,,,,
14742,2540843,Comedy,,,,,
14747,5900856,Drama,Thriller,,,,
14752,9889113,Comedy,,,,,
14757,681154,Action,Thriller,,,,
14762,5774321,Drama,,,,,
14767,4434537,Drama,,,,,
14772,1547328,Comedy,Drama,,,,
14777,3542614,Drama,Thriller,,,,
14782,2832457,Action,Drama,,,,
14787,20698755,Drama,Thriller,,,,
14792,2407023,Drama,,,,,
14797,4217634,,,,,,
14802,1786815,Drama,,,,,
14807,11841664,Drama,,,,,
14812,4131229,Comedy,,,,,
14817,1266195,Action,Thriller,,,,
14822,1569331,Action,Thriller,,,,
14827,1521987,Drama,Thriller,,,,
14832,2090085,Comedy,,,,,
14837,2298185,Comedy,Horror,,,,
14842,6955549,Comedy,,,,,
14847,131064,Comedy,Drama,,,,
14852,3286972,Comedy,Horror,,,,
14857,823002,Comedy,Drama,,,,
14862,4805250,Drama,,,,,
14867,1843061,Comedy,,,,,
14872,2482885,Action,Drama,Horror,Thriller,,
14877,4952322,,,,,,
14882,4665220,Comedy,,,,,
14887,32032041,,,,,,
14892,2742314,Drama,,,,,
14897,4349065,Comedy,Drama,,,,
14902,1498297,Drama,,,,,
14907,3749103,Drama,,,,,
14912,1669034,Comedy,,,,,
14917,3979794,Comedy,,,,,
14922,2810941,Action,Comedy,IMAX,,,
14927,4326517,Horror,Thriller,,,,
14932,5398281,Comedy,Drama,,,,
14937,1796871,Action,Drama,Thriller,,,
14942,32034691,Horror,,,,,
14947,98410,Comedy,,,,,
14952,6582131,Drama,Thriller,,,,
14957,2314225,Thriller,,,,,
14962,1097713,Comedy,,,,,
14967,10518965,Comedy,Drama,,,,
14972,10064252,Horror,Thriller,,,,
14977,633585,Comedy,,,,,
14982,2824378,Drama,,,,,
14987,1548077,Action,Thriller,,,,
14992,2261652,Drama,Thriller,,,,
14997,399776,Comedy,Drama,,,,
15002,1186320,Comedy,,,,,
15007,1386730,Action,IMAX,,,,
15012,16155738,Drama,Thriller,,,,
15017,9500685,Drama,,,,,
15022,2286360,Action,Thriller,,,,
15027,4664791,Drama,,,,,
15032,3001383,Comedy,,,,,
15037,1376422,Drama,,,,,
