,user1,user2,weight
1569,770,61,s
1570,681,654,w
1571,1598,1262,w
1572,546,532,s
1573,144,1557,w
1574,1189,878,s
1575,70,482,s
1576,42,1091,w
1577,781,1280,s
1578,176,81,s
1579,1142,1517,s
1580,1105,1440,s
1581,44,88,s
1582,1042,1255,s
1583,263,254,s
1584,176,32,s
1585,765,226,s
1586,819,822,s
1587,289,86,w
1588,357,659,s
1589,1836,1321,w
1590,346,1644,s
1591,336,294,w
1592,847,868,w
1593,598,1474,s
1594,214,475,s
1595,1189,1489,s
1596,439,590,s
1597,176,270,s
1598,1036,475,s
1599,704,788,s
1600,191,78,w
1601,9,1622,s
1602,710,1374,s
1603,1395,994,s
1604,147,236,w
1605,1199,1006,w
1606,778,438,w
1607,851,852,s
1608,800,706,s
1609,194,209,s
1610,639,993,s
1611,997,142,s
1612,1,1655,s
1613,1899,1215,w
1614,847,1280,s
1615,193,616,w
1616,372,928,s
1617,34,761,s
1618,843,885,s
1619,1786,1255,s
1620,938,67,s
1621,389,62,s
1622,194,499,w
1623,32,26,w
1624,513,589,s
1625,1236,1006,w
1626,388,439,s
1627,1543,1724,s
1628,609,1665,w
1629,1339,822,s
1630,430,144,s
1631,400,1681,s
1632,41,1665,s
1633,482,41,w
1634,63,1604,w
1635,781,281,s
1636,821,475,s
1637,325,941,w
1638,1286,1342,s
1639,1213,502,s
1640,266,590,w
1641,95,311,s
1642,398,260,s
1643,321,798,w
1644,72,644,s
1645,1268,372,s
1646,782,654,w
1647,430,27,s
1648,249,1739,s
1649,1227,1039,s
1650,274,639,s
1651,939,1103,s
1652,297,422,s
1653,176,561,s
1654,840,536,w
1655,966,72,s
1656,537,536,s
1657,644,708,w
1658,1686,475,w
1659,1423,1158,s
1660,1332,617,s
1661,953,840,w
1662,539,765,s
1663,479,1018,s
1664,679,962,s
1665,286,468,w
1666,913,638,s
1667,3,498,s
1668,42,1428,w
1669,542,549,s
1670,724,840,s
1671,600,470,w
1672,431,1402,s
1673,474,719,w
1674,145,933,s
1675,1113,536,s
1676,969,1756,s
1677,586,952,s
1678,42,922,w
1679,44,60,s
1680,1190,394,s
1681,509,840,s
1682,314,342,w
1683,372,448,s
1684,1349,366,s
1685,523,1818,w
1686,485,175,w
1687,713,388,s
1688,517,540,w
1689,3,846,w
1690,1899,784,w
1691,447,103,s
1692,50,1487,s
1693,915,817,s
1694,368,514,s
1695,475,870,s
1696,277,191,s
1697,1183,376,s
1698,321,412,w
1699,644,1568,s
1700,482,281,w
1701,415,1231,w
1702,678,707,w
1703,679,30,s
1704,368,736,w
1705,1033,598,s
1706,1402,1681,w
1707,1113,1493,s
1708,1236,1413,s
1709,9,120,w
1710,787,73,s
1711,551,32,w
1712,1413,389,s
1713,1839,1397,s
1714,204,205,w
1715,176,1026,s
1716,1132,1093,s
1717,72,1139,w
1718,626,498,s
1719,539,425,w
1720,886,768,s
1721,1507,212,s
1722,95,154,w
1723,1402,482,w
1724,80,609,s
1725,62,465,s
1726,249,302,s
1727,523,591,w
1728,969,549,s
1729,142,329,s
1730,41,90,s
1731,95,299,s
1732,481,387,s
1733,834,393,s
1734,193,311,w
1735,1190,42,s
1736,1136,306,s
1737,274,720,s
1738,939,1050,s
1739,648,349,w
1740,1292,542,s
1741,835,1245,s
1742,1410,753,w
1743,1281,1279,w
1744,575,1031,s
1745,193,593,s
1746,545,676,w
1747,1545,1591,w
1748,1283,498,w
1749,644,1420,s
1750,625,630,w
1751,1237,871,s
1752,1113,297,w
1753,1185,1012,w
1754,67,901,s
1755,32,704,s
1756,323,1347,s
1757,973,254,s
1758,456,396,s
1759,1601,1872,w
1760,974,978,s
1761,334,429,w
1762,214,839,w
1763,1283,144,w
1764,456,27,s
1765,794,495,s
1766,542,513,s
1767,674,1877,w
1768,199,1234,s
1769,233,88,w
1770,34,155,s
1771,626,737,w
1772,681,992,w
1773,42,638,w
1774,3,652,w
1775,479,711,s
1776,6,221,s
1777,44,32,s
1778,372,437,s
1779,67,449,s
1780,469,1629,s
1781,439,513,w
1782,389,1576,s
1783,1066,840,s
1784,215,62,s
1785,838,644,s
1786,1236,1185,s
1787,1601,1383,s
1788,704,813,w
1789,377,871,w
1790,1189,1402,s
1791,234,596,w
1792,422,335,w
1793,481,769,w
1794,321,376,s
1795,9,1646,w
1796,582,861,s
1797,523,1827,w
1798,1713,1565,s
1799,9,11,w
1800,321,233,w
1801,599,250,s
1802,12,1297,s
1803,843,1424,w
1804,42,69,w
1805,266,72,s
1806,19,1645,s
1807,697,487,s
1808,131,393,s
1809,204,241,w
1810,9,997,w
1811,1120,545,s
1812,1449,429,s
1813,308,311,s
1814,1325,1326,s
1815,62,354,w
1816,32,177,s
1817,1598,881,s
1818,199,959,w
1819,93,1624,s
1820,1127,1291,s
1821,1438,294,w
1822,1187,1230,w
1823,1792,278,w
1824,1306,704,w
1825,517,359,w
1826,361,913,w
1827,1601,605,s
1828,1647,482,s
1829,781,3,s
1830,88,358,s
1831,605,479,s
1832,254,311,s
1833,1136,19,w
1834,128,51,s
1835,36,93,s
1836,308,794,w
1837,560,607,w
1838,389,361,s
1839,176,840,s
1840,193,686,s
1841,1869,1862,s
1842,1783,1792,w
1843,644,547,s
1844,538,42,s
1845,615,8,w
1846,483,1189,s
1847,984,638,s
1848,289,536,s
1849,259,598,s
1850,220,48,s
1851,12,260,w
1852,357,1402,s
1853,1069,884,w
1854,1127,2,w
1855,204,1224,w
1856,44,117,s
1857,1556,1402,s
1858,465,456,s
1859,780,769,w
1860,105,97,w
1861,323,950,s
1862,1189,683,s
1863,125,126,w
1864,181,316,s
1865,681,988,s
1866,336,315,w
1867,1601,1636,s
1868,1539,1622,w
1869,686,542,s
1870,67,74,s
1871,1153,475,s
1872,50,1284,s
1873,1713,3,s
1874,725,1261,s
1875,431,538,s
1876,415,1121,s
1877,363,816,w
1878,398,337,s
1879,321,476,w
1880,42,263,s
1881,260,338,s
1882,777,840,s
1883,1667,605,s
1884,599,41,s
1885,777,795,s
1886,1616,1173,s
1887,249,1706,w
1888,281,708,s
1889,74,519,w
1890,350,872,s
1891,62,60,s
1892,1381,297,s
1893,479,413,s
1894,212,760,s
1895,583,795,w
1896,1542,42,w
1897,127,495,s
1898,53,456,s
1899,551,377,w
1900,733,1142,s
1901,498,649,s
1902,9,658,w
1903,859,413,w
1904,1578,342,s
1905,1543,1768,w
1906,733,1255,s
1907,652,615,s
1908,142,257,s
1909,605,272,s
1910,19,566,s
1911,793,1187,w
1912,615,616,s
1913,80,58,w
1914,1189,297,s
1915,712,1037,s
1916,967,303,s
1917,400,63,s
1918,350,311,s
1919,409,263,s
1920,9,1501,s
1921,504,131,s
1922,321,595,s
1923,1899,1284,w
1924,199,598,s
1925,934,527,w
1926,993,449,w
1927,810,708,s
1928,1601,114,w
1929,542,1216,s
1930,103,58,s
1931,1339,711,s
1932,1334,1068,s
1933,823,285,s
1934,19,901,w
1935,277,361,w
1936,448,969,w
1937,372,799,s
1938,73,460,w
1939,771,783,s
1940,809,448,s
1941,1018,1402,s
1942,706,840,s
1943,1539,938,w
1944,249,659,w
1945,1624,1878,s
1946,1018,697,s
1947,305,306,s
1948,876,687,w
1949,1619,1629,s
1950,646,683,s
1951,495,3,s
1952,319,337,w
1953,1601,617,w
1954,733,835,w
1955,9,391,s
1956,984,1255,s
1957,551,1019,w
1958,399,382,w
1959,793,783,s
1960,1601,701,w
1961,600,823,s
1962,586,758,s
1963,1383,1283,s
1964,1127,405,s
1965,561,956,w
1966,9,1621,w
1967,342,495,s
1968,649,337,s
1969,778,439,s
1970,372,818,s
1971,321,288,s
1972,652,1372,w
1973,32,317,s
1974,1281,308,s
1975,986,50,w
1976,1543,52,s
1977,1713,1573,w
1978,492,463,w
1979,1605,779,w
1980,12,1106,w
1981,513,723,s
1982,368,340,s
1983,152,1185,w
1984,1132,950,s
1985,1142,1709,w
1986,513,588,s
1987,398,254,s
1988,1033,149,w
1989,509,1395,w
1990,1387,768,s
1991,194,355,s
1992,674,569,w
1993,638,1406,w
1994,878,713,s
1995,63,26,s
1996,9,654,w
1997,1783,538,s
1998,212,387,w
1999,731,1173,s
2000,1286,1343,s
2001,666,616,w
2002,1255,1694,s
2003,9,543,s
2004,302,372,w
2005,884,556,w
2006,701,50,s
2007,912,375,s
2008,586,402,s
2009,1619,1100,w
2010,41,1580,w
2011,809,821,s
2012,194,1051,w
2013,871,375,s
2014,448,823,s
2015,105,1152,w
2016,605,263,s
2017,204,1356,w
2018,545,1060,w
2019,871,452,w
2020,686,1676,s
2021,1551,1636,s
2022,214,1181,w
2023,128,548,s
2024,400,825,w
2025,542,1103,s
2026,103,175,s
2027,1281,1325,s
2028,309,540,s
2029,400,840,w
2030,277,254,s
2031,615,80,w
2032,67,710,s
2033,398,132,s
2034,605,90,s
2035,400,743,w
2036,44,174,w
2037,1169,733,w
2038,908,263,w
2039,105,1756,s
2040,1,101,w
2041,1624,141,w
2042,314,228,s
2043,686,372,s
2044,194,590,s
2045,1339,90,s
2046,681,788,s
2047,1127,219,s
2048,60,1463,s
2049,944,194,s
2050,523,1821,w
2051,307,642,s
2052,32,1232,w
2053,1127,296,s
2054,1183,234,s
2055,63,193,s
2056,176,299,w
2057,638,847,w
2058,1540,440,s
2059,560,1629,s
2060,846,792,s
2061,60,1173,s
2062,9,157,w
2063,119,302,s
2064,194,131,s
2065,9,1649,w
2066,12,784,w
2067,1189,1238,w
2068,418,475,s
2069,704,1244,w
2070,461,407,s
2071,67,502,w
2072,323,458,w
2073,1189,1191,w
2074,53,253,w
2075,220,834,w
2076,1326,1280,s
2077,34,538,w
2078,74,607,s
2079,1236,793,s
2080,1283,1359,s
2081,940,52,s
2082,517,96,w
2083,12,586,s
2084,242,488,w
2085,778,540,w
2086,1118,620,s
2087,36,614,w
2088,1601,1402,w
2089,701,372,s
2090,830,840,s
2091,1236,1227,s
2092,942,646,s
2093,1513,970,s
2094,448,454,s
2095,342,1362,s
2096,859,1060,w
2097,1540,1283,s
2098,346,1453,w
2099,687,950,s
2100,1313,483,s
2101,1382,1283,w
2102,128,738,s
2103,1727,353,w
2104,1013,85,s
2105,619,194,s
2106,36,58,w
2107,667,840,s
2108,1539,708,s
2109,103,66,s
2110,268,149,w
2111,823,325,s
2112,19,957,w
2113,561,350,w
2114,652,115,w
2115,448,561,s
2116,1079,1344,s
2117,1402,1083,s
2118,131,548,w
2119,1737,1408,s
2120,400,707,w
2121,68,798,w
2122,204,1189,s
2123,1114,1188,s
2124,487,598,s
2125,128,221,s
2126,652,1644,s
2127,101,208,s
2128,266,103,w
2129,810,1338,w
2130,462,675,s
2131,266,502,w
2132,394,131,s
2133,1226,540,s
2134,1248,60,s
2135,567,260,s
2136,309,52,s
2137,704,1050,w
2138,1647,1516,w
2139,1598,1195,s
2140,1032,840,s
2141,1876,1865,w
2142,539,840,s
2143,42,288,s
2144,481,768,s
2145,1009,537,s
2146,525,865,s
2147,1101,194,s
2148,713,641,s
2149,552,769,w
2150,1236,296,s
2151,242,219,w
2152,67,1768,w
2153,617,317,s
2154,963,841,s
2155,1836,536,s
2156,184,32,s
2157,687,1378,w
2158,1786,1308,w
2159,704,1478,w
2160,482,396,w
2161,357,1248,w
2162,249,495,s
2163,1783,697,s
2164,1619,712,s
2165,700,626,w
2166,517,68,w
2167,277,815,s
2168,1018,413,w
2169,1283,409,s
2170,1502,1503,s
2171,963,1105,s
2172,871,1608,s
2173,433,434,s
2174,681,212,s
2175,642,1280,w
2176,1585,714,w
2177,596,289,s
2178,176,1436,s
2179,939,813,s
2180,638,396,w
2181,254,308,s
2182,1281,291,s
2183,871,1138,s
2184,797,1336,w
2185,12,80,s
2186,913,795,s
2187,440,1215,s
2188,42,1355,s
2189,567,823,s
2190,624,343,w
2191,128,1004,s
2192,1713,757,w
2193,1346,642,s
2194,856,1398,s
2195,1189,840,s
2196,770,454,s
2197,626,1036,w
2198,42,817,s
2199,425,1103,s
2200,41,642,w
2201,1866,44,s
2202,103,324,s
2203,394,1582,s
2204,474,644,w
2205,993,864,s
2206,298,598,s
2207,84,1211,s
2208,634,626,w
2209,105,96,w
2210,398,1730,s
2211,249,1561,s
2212,338,144,s
2213,555,514,s
2214,176,149,w
2215,1119,1026,s
2216,713,498,w
2217,674,1624,w
2218,42,738,w
2219,6,73,s
2220,634,852,w
2221,103,699,w
2222,492,710,s
2223,958,959,s
2224,6,472,w
2225,1058,345,s
2226,1332,537,s
2227,323,356,s
2228,399,59,w
2229,1657,1731,w
2230,1127,449,s
2231,687,1056,s
2232,12,984,w
2233,204,48,s
2234,1018,1644,s
2235,1113,1468,s
2236,621,321,s
2237,307,777,s
2238,859,372,s
2239,456,1313,s
2240,475,591,s
2241,739,778,w
2242,63,332,s
2243,1598,560,w
2244,342,797,s
2245,713,927,w
2246,1326,983,w
2247,95,63,s
2248,721,388,s
2249,3,1349,w
2250,1540,1738,s
2251,1773,1282,s
2252,547,1280,s
2253,1487,1520,s
2254,257,1294,w
2255,41,503,s
2256,1189,502,s
2257,547,1169,s
2258,986,915,w
2259,143,762,w
2260,560,1072,s
2261,1573,1173,s
2262,1185,375,s
2263,214,1573,w
2264,252,1000,s
2265,497,1491,w
2266,770,1283,w
2267,1580,1283,s
2268,1236,277,s
2269,1281,1374,s
2270,481,59,w
2271,249,967,w
2272,823,495,s
2273,571,638,s
2274,588,560,s
2275,595,372,s
2276,1136,48,s
2277,642,479,s
2278,492,1644,s
2279,1268,1313,s
2280,249,1485,s
2281,523,1332,s
2282,1283,90,s
2283,19,1313,s
2284,1087,1088,w
2285,44,308,s
2286,249,1470,w
2287,62,949,s
2288,9,1039,w
2289,1669,429,s
2290,41,766,s
2291,334,815,w
2292,1042,638,s
2293,12,297,w
2294,1284,733,w
2295,400,523,w
2296,1509,1680,w
2297,595,176,s
2298,44,90,s
2299,980,638,w
2300,1578,751,s
2301,1130,214,s
2302,176,177,w
2303,1781,1657,s
2304,12,527,s
2305,1566,547,s
2306,176,256,w
2307,1598,1168,s
2308,87,58,w
2309,95,607,w
2310,1343,1707,w
2311,582,779,w
2312,1750,1799,s
2313,1713,1739,s
2314,128,338,s
2315,1748,172,s
2316,704,901,s
2317,514,1102,s
2318,1274,1358,s
2319,224,1402,s
2320,1236,1379,s
2321,62,78,w
2322,1423,341,s
2323,341,157,s
2324,325,760,s
2325,87,393,s
2326,289,306,w
2327,551,62,s
2328,1292,1072,w
2329,254,1247,w
2330,227,26,w
2331,1269,1402,s
2332,296,199,s
2333,679,346,s
2334,423,536,s
2335,1576,1034,w
2336,400,495,s
2337,143,681,s
2338,1379,1138,s
2339,105,938,s
2340,713,1441,s
2341,1444,1413,s
2342,400,382,w
2343,1548,1063,w
2344,103,1431,s
2345,204,536,s
2346,714,1400,s
2347,357,72,s
2348,252,1056,s
2349,1138,341,s
2350,142,482,s
2351,1286,1231,s
2352,809,103,s
2353,986,649,w
2354,800,1241,w
2355,753,642,s
2356,309,1508,s
2357,1644,1758,s
2358,372,1540,s
2359,212,209,s
2360,1507,1410,w
2361,1158,840,w
2362,41,943,s
2363,1038,402,w
2364,598,645,w
2365,1598,1558,w
2366,567,974,w
2367,701,644,w
2368,204,1500,w
2369,652,72,s
2370,289,598,s
2371,272,260,w
2372,400,841,s
2373,96,88,w
2374,1056,1004,s
2375,1440,1419,s
2376,1406,1185,s
2377,1281,1373,w
2378,220,505,w
2379,186,185,s
2380,674,1724,s
2381,847,140,w
2382,1364,282,s
2383,1037,460,w
2384,403,769,w
2385,781,1314,s
2386,635,1262,w
2387,103,396,s
2388,1066,1072,s
2389,631,775,w
2390,719,838,s
2391,1127,69,w
2392,673,554,s
2393,105,56,s
2394,128,97,w
2395,681,795,s
2396,367,88,w
2397,423,410,s
2398,704,596,s
2399,1168,291,w
2400,212,119,s
2401,523,122,w
2402,980,710,w
2403,220,654,s
2404,795,1384,s
2405,41,1029,s
2406,940,151,s
2407,321,481,s
2408,176,300,w
2409,621,598,s
2410,1132,325,s
2411,234,638,w
2412,42,333,s
2413,317,1260,w
2414,321,402,s
2415,9,1648,s
2416,341,863,w
2417,342,8,w
2418,713,740,s
2419,984,1208,w
2420,953,85,s
2421,1181,325,s
2422,462,913,s
2423,212,1004,s
2424,103,929,w
2425,317,311,s
2426,431,307,w
2427,103,1078,s
2428,443,1409,s
2429,460,289,s
2430,598,27,s
2431,1269,530,w
2432,1189,1291,w
2433,400,444,s
2434,277,778,s
2435,67,1573,w
2436,498,639,s
2437,708,1058,w
2438,211,1546,s
2439,1756,1644,s
2440,212,305,s
2441,673,289,s
2442,639,586,s
2443,913,242,s
2444,986,984,w
2445,400,459,w
2446,1783,221,s
2447,509,1117,w
2448,1281,487,s
2449,1042,337,s
2450,398,1013,s
2451,19,512,w
2452,1031,651,s
2453,62,422,s
2454,372,1402,s
2455,140,276,w
2456,307,317,s
2457,679,557,s
2458,1014,132,s
2459,634,1796,s
2460,249,1742,w
2461,605,372,s
2462,357,528,w
2463,797,1363,w
2464,321,538,s
2465,430,164,s
2466,621,1647,s
2467,1540,1713,s
2468,555,1117,s
2469,1339,1296,w
2470,679,787,s
2471,1380,748,w
2472,704,69,w
2473,687,260,s
2474,466,392,s
2475,733,454,s
2476,517,1065,s
2477,843,969,w
2478,793,785,s
2479,44,365,w
2480,542,1070,s
2481,768,593,s
2482,144,283,s
2483,309,639,w
2484,36,281,s
2485,1034,788,w
2486,673,724,w
2487,357,835,w
2488,768,704,s
2489,681,1185,w
2490,400,708,s
2491,1713,938,w
2492,42,1005,s
2493,243,100,w
2494,1343,1071,s
2495,42,1049,s
2496,249,1255,s
2497,837,346,w
2498,770,97,s
2499,105,1727,s
2500,36,511,w
2501,1602,1678,w
2502,44,34,s
2503,1018,1173,s
2504,484,297,s
2505,103,513,w
2506,451,32,s
2507,1383,1636,s
2508,1267,323,s
2509,101,32,s
2510,263,337,s
2511,655,627,w
2512,323,250,s
2513,398,1291,s
2514,204,303,s
2515,63,228,s
2516,706,1397,s
2517,586,1107,s
2518,713,567,s
2519,843,576,w
2520,1619,143,s
2521,350,592,s
2522,600,927,s
2523,124,101,w
2524,551,224,s
2525,274,48,s
2526,557,527,w
2527,1387,1344,s
2528,32,358,s
2529,431,358,s
2530,19,1505,w
2531,398,405,s
2532,249,1541,w
2533,1158,27,s
2534,163,943,w
2535,995,379,s
2536,357,1182,w
2537,588,250,s
2538,536,933,s
2539,41,265,w
2540,986,781,w
2541,74,707,w
2542,321,75,s
2543,67,1430,w
2544,430,260,s
2545,32,179,w
2546,400,311,s
2547,755,697,w
2548,103,1417,w
2549,700,337,s
2550,41,180,s
2551,9,598,s
2552,701,121,w
2553,42,1558,w
2554,995,644,s
2555,652,1629,s
2556,1737,1127,w
2557,619,784,s
2558,415,263,w
2559,364,429,w
2560,1283,1341,w
2561,277,482,s
2562,67,978,w
2563,12,81,w
2564,3,302,w
2565,496,588,s
2566,596,119,s
2567,762,758,s
2568,12,32,s
2569,367,393,w
2570,1214,1239,w
2571,377,332,w
2572,634,657,w
2573,727,588,w
2574,753,6,s
2575,714,297,s
2576,36,317,w
2577,1509,1514,w
2578,794,449,s
2579,797,958,w
2580,546,638,s
2581,124,598,s
2582,569,967,w
2583,105,1771,s
2584,1362,252,s
2585,42,961,s
2586,6,1180,s
2587,1629,346,s
2588,194,516,s
2589,674,282,w
2590,34,189,s
2591,704,504,s
2592,733,893,s
2593,555,517,s
2594,612,626,w
2595,103,549,w
2596,1565,1379,s
2597,555,402,w
2598,176,1585,s
2599,105,129,w
2600,1580,1522,s
2601,399,149,w
2602,368,1021,w
2603,204,339,w
2604,777,1021,w
2605,621,542,s
2606,1283,1063,w
2607,492,598,w
2608,509,592,s
2609,1231,1713,s
2610,1415,974,w
2611,423,128,w
2612,1463,402,w
2613,1189,1261,w
2614,351,815,w
2615,1730,1783,s
2616,733,1313,s
2617,590,346,s
2618,44,51,w
2619,3,1190,w
2620,227,144,w
2621,686,873,s
2622,321,203,w
2623,713,1241,s
2624,713,781,s
2625,53,308,s
2626,644,393,s
2627,38,168,s
2628,739,781,s
2629,151,907,w
2630,1127,454,s
2631,357,52,s
2632,711,339,s
2633,1283,1340,w
2634,1326,1142,w
2635,481,638,s
2636,249,394,s
2637,798,513,s
2638,1262,42,w
2639,250,1665,w
2640,181,513,w
2641,41,502,s
2642,277,1054,s
2643,335,365,w
2644,523,875,w
2645,212,472,s
2646,969,739,s
2647,1246,547,s
2648,95,365,s
2649,3,814,s
2650,944,815,w
2651,1185,743,w
2652,9,626,s
2653,1060,249,w
2654,32,957,w
2655,248,283,s
2656,357,711,w
2657,321,593,w
2658,605,289,s
2659,400,64,w
2660,495,585,s
2661,1184,296,s
2662,652,214,s
2663,266,617,w
2664,984,318,s
2665,323,1164,w
2666,201,52,s
2667,609,151,s
2668,771,224,s
2669,644,626,s
2670,1783,1675,s
2671,79,63,s
2672,448,971,s
2673,783,1213,s
2674,34,396,w
2675,456,454,s
2676,220,103,s
2677,516,564,w
2678,1332,1178,s
2679,447,34,s
2680,361,463,s
2681,713,34,w
2682,586,816,w
2683,1598,393,w
2684,314,95,s
2685,277,73,s
2686,1310,561,s
2687,542,607,s
2688,1038,576,s
2689,1018,711,s
2690,1064,475,w
2691,1852,44,s
2692,1285,1021,s
2693,370,278,w
2694,372,376,s
2695,980,639,s
2696,1686,831,s
2697,220,308,s
2698,9,389,s
2699,84,1103,w
2700,487,1026,s
2701,809,1262,s
2702,1585,393,s
2703,831,325,s
2704,357,1554,s
2705,617,73,s
2706,124,463,w
2707,474,42,s
2708,797,454,s
2709,321,437,s
2710,103,815,w
2711,710,1373,s
2712,263,460,w
2713,1283,1168,s
2714,986,48,s
2715,768,355,w
2716,898,1198,s
2717,454,1326,s
2718,3,1154,s
2719,325,743,w
2720,986,163,s
2721,199,210,w
2722,201,1053,w
2723,1750,393,w
2724,9,978,w
2725,1783,244,s
2726,19,265,w
2727,1340,1137,w
2728,1215,103,s
2729,424,343,s
2730,3,1440,s
2731,482,437,w
2732,482,1665,s
2733,368,52,s
2734,596,388,s
2735,687,815,w
2736,1556,144,s
2737,12,1281,s
2738,615,569,s
2739,281,1312,s
2740,503,527,s
2741,105,1124,w
2742,448,840,s
2743,856,7,w
2744,359,460,s
2745,103,8,w
2746,361,697,s
2747,3,72,s
2748,1756,503,s
2749,644,711,s
2750,546,853,s
2751,1153,1103,s
2752,1624,1601,s
2753,257,838,w
2754,1215,793,s
2755,42,1280,s
2756,1113,323,s
2757,652,73,s
2758,50,823,w
2759,800,765,w
2760,277,252,s
2761,172,486,w
2762,193,773,w
2763,103,318,w
2764,859,676,w
2765,105,1585,s
2766,605,88,s
2767,1246,963,s
2768,1,123,s
2769,1105,1409,s
2770,561,99,s
2771,48,58,w
2772,546,281,w
2773,105,63,s
2774,12,605,s
2775,1741,475,s
2776,953,265,w
2777,598,1517,w
2778,1281,325,s
2779,523,1823,w
2780,32,1234,s
2781,704,1072,s
2782,495,263,s
2783,1127,298,s
2784,321,480,s
2785,1598,1165,s
2786,400,890,w
2787,1246,652,w
2788,105,557,s
2789,209,299,s
2790,9,1655,s
2791,1338,254,s
2792,483,62,s
2793,509,536,s
2794,1343,3,s
2795,704,1246,w
2796,540,588,s
2797,513,652,s
2798,697,95,s
2799,590,402,s
2800,797,204,s
2801,673,454,s
2802,847,1578,s
2803,1283,797,w
2804,1269,1452,w
2805,1601,1118,s
2806,41,300,s
2807,9,1050,s
2808,639,740,s
2809,145,254,s
2810,53,413,s
2811,277,777,s
2812,463,1010,s
2813,1225,1183,s
2814,212,306,s
2815,194,325,s
2816,1373,1295,s
2817,337,626,s
2818,496,101,w
2819,1328,1476,w
2820,1018,502,s
2821,361,809,s
2822,605,726,s
2823,1234,1254,s
2824,1031,650,w
2825,1271,1,s
2826,817,1199,s
2827,27,28,w
2828,9,569,s
2829,1556,283,s
2830,622,607,w
2831,1522,537,s
2832,274,719,w
2833,1146,861,w
2834,1434,1379,s
2835,939,707,w
2836,357,654,w
2837,1332,298,s
2838,321,616,s
2839,430,58,w
2840,770,815,w
2841,1487,974,w
2842,679,701,w
2843,310,97,w
2844,1185,536,w
2845,546,774,w
2846,198,1565,w
2847,1246,99,s
2848,235,191,s
2849,400,904,w
2850,199,536,s
2851,1339,1299,w
2852,986,1265,w
2853,79,70,w
2854,687,263,s
2855,389,1472,s
2856,413,654,s
2857,53,1139,w
2858,681,698,s
2859,67,535,w
2860,12,140,s
2861,713,105,s
2862,1269,36,s
2863,367,1540,s
2864,63,547,s
2865,810,1138,s
2866,1183,1440,s
2867,429,309,w
2868,12,355,w
2869,337,1641,w
2870,713,250,s
2871,586,840,s
2872,418,966,w
2873,36,361,w
2874,12,475,w
2875,617,854,w
2876,245,573,s
2877,834,1130,w
2878,323,991,s
2879,142,1281,s
2880,1142,1320,s
2881,474,337,s
2882,456,252,s
2883,271,638,w
2884,546,460,s
2885,1648,337,s
2886,1185,1077,s
2887,51,969,s
2888,32,1167,s
2889,494,1436,s
2890,185,147,w
2891,713,546,s
2892,9,477,s
2893,617,112,w
2894,655,626,w
2895,1598,1246,w
2896,767,766,s
2897,38,592,s
2898,1215,1350,w
2899,372,598,w
2900,321,460,s
2901,12,679,w
2902,1713,1665,w
2903,483,189,s
2904,185,109,w
2905,648,627,w
2906,42,302,s
2907,1713,1554,s
2908,271,27,s
2909,309,212,s
2910,641,475,w
2911,498,815,s
2912,9,8,s
2913,483,193,s
2914,1224,277,w
2915,105,599,s
2916,144,240,w
2917,481,992,s
2918,1187,1284,s
2919,357,1181,s
2920,713,1165,s
2921,624,592,w
2922,176,233,s
2923,1168,1883,w
2924,1686,1789,s
2925,474,1679,w
2926,615,1103,w
2927,431,52,s
2928,12,1402,s
2929,199,952,w
2930,41,42,s
2931,1899,1847,w
2932,1400,1411,w
2933,495,1213,s
2934,296,1565,s
2935,1440,42,s
2936,9,708,s
2937,50,296,s
2938,1598,967,w
2939,1601,1781,s
2940,1655,1598,s
2941,539,212,w
2942,1580,1545,s
2943,12,1624,s
2944,679,720,s
2945,42,1559,w
2946,939,815,s
2947,48,1624,s
2948,448,194,s
2949,640,1468,s
2950,69,254,w
2951,1540,1543,s
2952,400,101,w
2953,878,848,w
2954,277,481,s
2955,1648,802,w
2956,317,992,s
2957,211,101,w
2958,1393,1365,s
2959,128,639,w
2960,36,88,w
2961,495,933,s
2962,372,1359,s
2963,245,334,s
2964,687,283,s
2965,605,254,s
2966,30,103,s
2967,679,903,s
2968,6,515,w
2969,1420,191,s
2970,1638,1410,w
2971,1018,561,w
2972,372,514,w
2973,1118,1542,w
2974,53,1272,w
2975,187,186,s
2976,1576,204,s
2977,858,701,s
2978,785,513,s
2979,626,689,s
2980,204,1227,s
2981,211,673,w
2982,713,359,s
2983,474,309,s
2984,777,514,w
2985,667,658,s
2986,85,733,s
2987,1404,1219,s
2988,638,939,s
2989,621,1063,w
2990,1433,975,w
2991,483,398,s
2992,341,1280,s
2993,1434,547,s
2994,781,988,w
2995,1253,1685,s
2996,357,314,w
2997,342,454,s
2998,915,874,w
2999,617,142,s
3000,621,686,s
3001,638,532,w
3002,1189,1260,w
3003,56,154,s
3004,83,835,w
3005,209,396,w
3006,484,770,s
3007,1472,1656,w
3008,204,129,w
3009,1789,456,s
3010,834,8,s
3011,289,389,s
3012,847,818,s
3013,811,376,s
3014,1539,1188,w
3015,873,711,s
3016,325,548,w
3017,400,389,w
3018,308,278,s
3019,714,1493,s
3020,62,285,s
3021,88,952,w
3022,605,749,s
3023,810,323,s
3024,297,172,w
3025,799,733,w
3026,638,1059,w
3027,679,1176,s
3028,1488,1884,w
3029,770,1281,s
3030,496,316,s
3031,830,913,s
3032,250,263,w
3033,285,1284,s
3034,878,1021,s
3035,1235,1468,s
3036,3,1795,w
3037,409,260,w
